H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,町田,●,0,2,0,2,-2,0,0,1,0,19
A,福岡,△,2,2,2,4,-2,0,1,1,1,17
A,新潟,△,1,1,3,5,-2,0,2,1,2,19
H,岐阜,○,2,1,5,6,-1,1,2,1,5,13
H,岡山,●,0,1,5,7,-2,1,2,2,5,14
A,千葉,●,0,2,5,9,-4,1,2,3,5,19
H,讃岐,△,1,1,6,10,-4,1,3,3,6,20
H,大分,●,0,1,6,11,-5,1,3,4,6,20
A,山形,●,0,1,6,12,-6,1,3,5,6,21
H,熊本,●,1,2,7,14,-7,1,3,6,6,22
A,水戸,○,2,1,9,15,-6,2,3,6,9,21
A,栃木,●,1,3,10,18,-8,2,3,7,9,21
H,山口,●,1,2,11,20,-9,2,3,8,9,22
A,徳島,●,0,1,11,21,-10,2,3,9,9,22
A,愛媛,○,2,1,13,22,-9,3,3,9,12,20
H,横浜FC,●,0,2,13,24,-11,3,3,10,12,20
A,金沢,○,3,1,16,25,-9,4,3,10,15,20
H,松本,●,0,1,16,26,-10,4,3,11,15,20
A,東京Ｖ,●,1,3,17,29,-12,4,3,12,15,20
H,大宮,●,0,3,17,32,-15,4,3,13,15,20
A,甲府,△,1,1,18,33,-15,4,4,13,16,21
H,水戸,●,0,1,18,34,-16,4,4,14,16,22
A,松本,●,0,1,18,35,-17,4,4,15,16,22
A,町田,●,1,2,19,37,-18,4,4,16,16,22
H,東京Ｖ,●,0,1,19,38,-19,4,4,17,16,22
H,山形,○,1,0,20,38,-18,5,4,17,19,22
A,岐阜,○,3,2,23,40,-17,6,4,17,22,22
A,山口,○,2,1,25,41,-16,7,4,17,25,21
H,甲府,△,1,1,26,42,-16,7,5,17,26,20
A,横浜FC,●,1,3,27,45,-18,7,5,18,26,20
H,金沢,△,0,0,27,45,-18,7,6,18,27,20
A,岡山,△,2,2,29,47,-18,7,7,18,28,20
H,栃木,●,0,2,29,49,-20,7,7,19,28,20
H,福岡/22節,○,1,0,30,49,-19,8,7,19,31,20
A,熊本,○,4,0,34,49,-15,9,7,19,34,19
A,大分,●,1,2,35,51,-16,9,7,20,34,19
H,徳島,○,1,0,36,51,-15,10,7,20,37,19
H,新潟,●,0,2,36,53,-17,10,7,21,37,19
A,大宮,○,2,1,38,54,-16,11,7,21,40,19
H,愛媛,●,0,1,38,55,-17,11,7,22,40,19
H,千葉,●,0,3,38,58,-20,11,7,23,40,20
A,讃岐,○,2,0,40,58,-18,12,7,23,43,19
