H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,岐阜,○,2,0,2,0,2,1,0,0,3,4
H,京都,△,2,2,4,2,2,1,1,0,4,6
A,金沢,○,1,0,5,2,3,2,1,0,7,5
H,甲府,●,0,2,5,4,1,2,1,1,7,7
A,東京Ｖ,△,1,1,6,5,1,2,2,1,8,11
A,大宮,●,1,2,7,7,0,2,2,2,8,11
H,栃木,○,2,1,9,8,1,3,2,2,11,9
A,横浜FC,△,2,2,11,10,1,3,3,2,12,9
H,山口,○,2,0,13,10,3,4,3,2,15,7
H,千葉,○,3,1,16,11,5,5,3,2,18,5
A,讃岐,△,1,1,17,12,5,5,4,2,19,4
H,山形,○,2,1,19,13,6,6,4,2,22,3
A,岡山,△,2,2,21,15,6,6,5,2,23,4
H,愛媛,○,2,0,23,15,8,7,5,2,26,3
A,松本,●,0,1,23,16,7,7,5,3,26,4
A,水戸,○,2,0,25,16,9,8,5,3,29,3
H,徳島,○,1,0,26,16,10,9,5,3,32,2
A,熊本,○,1,0,27,16,11,10,5,3,35,1
H,新潟,●,0,2,27,18,9,10,5,4,35,4
A,大分,●,0,1,27,19,8,10,5,5,35,4
H,町田,△,2,2,29,21,8,10,6,5,36,5
H,讃岐,○,3,1,32,22,10,11,6,5,39,5
H,東京Ｖ,△,0,0,32,22,10,11,7,5,40,6
A,徳島,●,1,3,33,25,8,11,7,6,40,6
A,甲府,○,2,1,35,26,9,12,7,6,43,5
H,水戸,○,2,0,37,26,11,13,7,6,46,4
A,栃木,●,0,1,37,27,10,13,7,7,46,7
A,新潟,○,3,0,40,27,13,14,7,7,49,5
H,大分,○,1,0,41,27,14,15,7,7,52,4
H,松本,●,0,1,41,28,13,15,7,8,52,6
H,横浜FC/26節,△,0,0,41,28,13,15,8,8,53,6
A,千葉,△,3,3,44,31,13,15,9,8,54,7
A,愛媛,○,3,2,47,33,14,16,9,8,57,6
A,京都/22節,●,0,1,47,34,13,16,9,9,57,7
H,大宮,○,3,1,50,35,15,17,9,9,60,4
H,岡山,△,1,1,51,36,15,17,10,9,61,4
A,山口,○,1,0,52,36,16,18,10,9,64,4
A,山形,△,2,2,54,38,16,18,11,9,65,5
H,金沢,△,2,2,56,40,16,18,12,9,66,6
A,町田,●,1,2,57,42,15,18,12,10,66,6
H,熊本,○,1,0,58,42,16,19,12,10,69,6
A,岐阜,△,0,0,58,42,16,19,13,10,70,7
