H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,町田,●,0,2,0,2,-2,0,19
A,福岡,△,2,2,2,4,-2,1,17
A,新潟,△,1,1,3,5,-2,2,19
H,岐阜,○,2,1,5,6,-1,5,13
H,岡山,●,0,1,5,7,-2,5,14
A,千葉,●,0,2,5,9,-4,5,19
H,讃岐,△,1,1,6,10,-4,6,20
H,大分,●,0,1,6,11,-5,6,20
A,山形,●,0,1,6,12,-6,6,21
H,熊本,●,1,2,7,14,-7,6,22
A,水戸,○,2,1,9,15,-6,9,21
A,栃木,●,1,3,10,18,-8,9,21
H,山口,●,1,2,11,20,-9,9,22
A,徳島,●,0,1,11,21,-10,9,22
A,愛媛,○,2,1,13,22,-9,12,20
H,横浜FC,●,0,2,13,24,-11,12,20
A,金沢,○,3,1,16,25,-9,15,20
H,松本,●,0,1,16,26,-10,15,20
A,東京Ｖ,●,1,3,17,29,-12,15,20
H,大宮,●,0,3,17,32,-15,15,20
A,甲府,△,1,1,18,33,-15,16,21
H,水戸,●,0,1,18,34,-16,16,22
A,松本,●,0,1,18,35,-17,16,22
A,町田,●,1,2,19,37,-18,16,22
H,東京Ｖ,●,0,1,19,38,-19,16,22
H,山形,○,1,0,20,38,-18,19,22
A,岐阜,○,3,2,23,40,-17,22,22
A,山口,○,2,1,25,41,-16,25,21
H,甲府,△,1,1,26,42,-16,26,20
A,横浜FC,●,1,3,27,45,-18,26,20
H,金沢,△,0,0,27,45,-18,27,20
A,岡山,△,2,2,29,47,-18,28,20
H,栃木,●,0,2,29,49,-20,28,20
H,福岡/22節,○,1,0,30,49,-19,31,20
A,熊本,○,4,0,34,49,-15,34,19
A,大分,●,1,2,35,51,-16,34,19
H,徳島,○,1,0,36,51,-15,37,19
H,新潟,●,0,2,36,53,-17,37,19
A,大宮,○,2,1,38,54,-16,40,19
H,愛媛,●,0,1,38,55,-17,40,19
H,千葉,●,0,3,38,58,-20,40,20
A,讃岐,○,2,0,40,58,-18,43,19
