H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,横浜FC,△,0,0,0,0,0,1,11
A,新潟,△,1,1,1,1,0,2,14
A,東京Ｖ,●,1,2,2,3,-1,2,17
H,岡山,△,1,1,3,4,-1,3,17
A,町田,●,1,2,4,6,-2,3,20
A,山口,△,2,2,6,8,-2,4,20
H,大宮,○,3,2,9,10,-1,7,14
H,讃岐,△,1,1,10,11,-1,8,15
A,甲府,○,1,0,11,11,0,11,12
H,山形,○,1,0,12,11,1,14,9
A,愛媛,△,1,1,13,12,1,15,10
H,水戸,○,2,0,15,12,3,18,8
A,岐阜,●,0,2,15,14,1,18,10
H,金沢,○,5,0,20,14,6,21,7
H,福岡,○,1,0,21,14,7,24,6
A,徳島,△,1,1,22,15,7,25,7
H,栃木,○,1,0,23,15,8,28,6
A,京都,○,1,0,24,15,9,31,5
H,大分,●,1,4,25,19,6,31,5
H,千葉,○,4,2,29,21,8,34,5
A,熊本,○,3,1,32,22,10,37,4
H,新潟,○,2,0,34,22,12,40,1
A,岡山,△,0,0,34,22,12,41,1
H,京都,○,1,0,35,22,13,44,1
A,大宮,○,2,1,37,23,14,47,1
H,甲府,○,1,0,38,23,15,50,1
A,千葉,○,3,2,41,25,16,53,1
A,讃岐,○,1,0,42,25,17,56,1
H,町田,●,0,1,42,26,16,56,1
H,横浜FC,●,1,3,43,29,14,56,2
A,水戸,△,1,1,44,30,14,57,2
A,福岡,○,1,0,45,30,15,60,2
H,山口,△,0,0,45,30,15,61,1
H,熊本,○,2,0,47,30,17,64,1
A,山形,△,3,3,50,33,17,65,1
H,愛媛,△,0,0,50,33,17,66,2
A,金沢,○,2,0,52,33,19,69,1
H,岐阜,△,0,0,52,33,19,70,1
A,大分,●,0,1,52,34,18,70,2
H,東京Ｖ,○,1,0,53,34,19,73,1
A,栃木,○,1,0,54,34,20,76,1
H,徳島,△,0,0,54,34,20,77,1
