H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,徳島,○,1,0,1,0,1,1,0,0,3,9
H,栃木,○,3,0,4,0,4,2,0,0,6,2
H,大分,○,1,0,5,0,5,3,0,0,9,2
A,松本,△,1,1,6,1,5,3,1,0,10,2
A,京都,○,1,0,7,1,6,4,1,0,13,1
H,甲府,○,1,0,8,1,7,5,1,0,16,1
H,愛媛,●,0,1,8,2,6,5,1,1,16,1
A,新潟,○,1,0,9,2,7,6,1,1,19,1
A,大宮,△,1,1,10,3,7,6,2,1,20,1
H,岐阜,△,0,0,10,3,7,6,3,1,21,2
H,熊本,○,3,1,13,4,9,7,3,1,24,2
A,千葉,●,0,1,13,5,8,7,3,2,24,2
H,福岡,△,2,2,15,7,8,7,4,2,25,2
A,水戸,●,0,3,15,10,5,7,4,3,25,5
A,町田,○,3,1,18,11,7,8,4,3,28,4
H,山形,△,2,2,20,13,7,8,5,3,29,5
A,山口,●,0,1,20,14,6,8,5,4,29,6
H,横浜FC,△,0,0,20,14,6,8,6,4,30,6
A,讃岐,●,0,1,20,15,5,8,6,5,30,8
H,東京Ｖ/15節,●,0,1,20,16,4,8,6,6,30,9
H,金沢,△,3,3,23,19,4,8,7,6,31,10
A,東京Ｖ,○,1,0,24,19,5,9,7,6,34,8
H,松本,△,0,0,24,19,5,9,8,6,35,9
A,愛媛,●,0,2,24,21,3,9,8,7,35,9
A,山形,●,0,1,24,22,2,9,8,8,35,10
H,讃岐,○,3,0,27,22,5,10,8,8,38,9
A,大分,●,1,4,28,26,2,10,8,9,38,11
A,金沢,○,1,0,29,26,3,11,8,9,41,10
H,徳島/26節,○,2,1,31,27,4,12,8,9,44,8
H,水戸,●,0,1,31,28,3,12,8,10,44,9
A,栃木,○,1,0,32,28,4,13,8,10,47,9
H,千葉,●,0,2,32,30,2,13,8,11,47,9
H,京都,△,2,2,34,32,2,13,9,11,48,9
A,甲府,●,0,2,34,34,0,13,9,12,48,10
H,新潟,●,1,2,35,36,-1,13,9,13,48,10
A,福岡,△,1,1,36,37,-1,13,10,13,49,12
A,岐阜,●,1,2,37,39,-2,13,10,14,49,13
H,町田,○,1,0,38,39,-1,14,10,14,52,11
A,熊本,△,0,0,38,39,-1,14,11,14,53,12
H,山口,●,0,1,38,40,-2,14,11,15,53,13
A,横浜FC,●,1,2,39,42,-3,14,11,16,53,14
H,大宮,●,0,1,39,43,-4,14,11,17,53,15
