H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,金沢,●,1,2,1,2,-1,0,0,1,0,13
A,山口,●,0,1,1,3,-2,0,0,2,0,19
A,横浜FC,●,0,3,1,6,-5,0,0,3,0,21
H,熊本,●,1,2,2,8,-6,0,0,4,0,22
A,新潟,○,1,0,3,8,-5,1,0,4,3,21
H,岐阜,●,1,3,4,11,-7,1,0,5,3,21
A,岡山,○,1,0,5,11,-6,2,0,5,6,21
H,山形,●,0,2,5,13,-8,2,0,6,6,21
A,讃岐,△,1,1,6,14,-8,2,1,6,7,20
H,甲府,△,0,0,6,14,-8,2,2,6,8,21
H,松本,△,1,1,7,15,-8,2,3,6,9,22
A,徳島,●,0,2,7,17,-10,2,3,7,9,22
H,栃木,△,1,1,8,18,-10,2,4,7,10,21
A,福岡,●,0,2,8,20,-12,2,4,8,10,20
H,京都,●,1,2,9,22,-13,2,4,9,10,21
A,東京Ｖ,△,0,0,9,22,-13,2,5,9,11,21
A,町田,●,1,2,10,24,-14,2,5,10,11,21
H,大分,○,1,0,11,24,-13,3,5,10,14,21
A,千葉,●,1,2,12,26,-14,3,5,11,14,21
H,水戸,●,0,1,12,27,-15,3,5,12,14,22
A,大宮,△,1,1,13,28,-15,3,6,12,15,22
A,岐阜,○,2,1,15,29,-14,4,6,12,18,20
H,徳島,○,1,0,16,29,-13,5,6,12,21,20
H,岡山,○,2,0,18,29,-11,6,6,12,24,19
A,大分,○,1,0,19,29,-10,7,6,12,27,19
A,水戸,●,1,4,20,33,-13,7,6,13,27,19
H,山口,○,2,0,22,33,-11,8,6,13,30,18
H,大宮,●,1,5,23,38,-15,8,6,14,30,18
A,甲府,○,1,0,24,38,-14,9,6,14,33,17
A,山形,△,1,1,25,39,-14,9,7,14,34,17
H,新潟,△,0,0,25,39,-14,9,8,14,35,17
H,讃岐,△,0,0,25,39,-14,9,9,14,36,17
A,栃木,○,3,1,28,40,-12,10,9,14,39,17
H,福岡,●,2,3,30,43,-13,10,9,15,39,18
H,千葉,○,1,0,31,43,-12,11,9,15,42,18
A,松本,△,0,0,31,43,-12,11,10,15,43,18
H,横浜FC,●,0,2,31,45,-14,11,10,16,43,18
A,金沢,△,0,0,31,45,-14,11,11,16,44,18
H,東京Ｖ,△,2,2,33,47,-14,11,12,16,45,18
A,京都,○,1,0,34,47,-13,12,12,16,48,18
H,町田,●,0,2,34,49,-15,12,12,17,48,18
A,熊本,●,0,3,34,52,-18,12,12,18,48,18
