H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,福岡,●,0,2,0,2,-2,0,0,1,0,19
H,横浜FC,●,0,1,0,3,-3,0,0,2,0,21
A,千葉,○,3,2,3,5,-2,1,0,2,3,15
A,京都,●,1,2,4,7,-3,1,0,3,3,19
H,栃木,△,1,1,5,8,-3,1,1,3,4,18
A,愛媛,○,3,1,8,9,-1,2,1,3,7,13
H,甲府,●,3,4,11,13,-2,2,1,4,7,16
A,東京Ｖ,△,0,0,11,13,-2,2,2,4,8,16
H,徳島,△,0,0,11,13,-2,2,3,4,9,18
A,岡山,△,0,0,11,13,-2,2,4,4,10,18
H,金沢,●,0,1,11,14,-3,2,4,5,10,19
A,熊本,○,2,1,13,15,-2,3,4,5,13,17
H,松本,○,2,0,15,15,0,4,4,5,16,16
A,大分,●,1,2,16,17,-1,4,4,6,16,18
A,大宮,○,2,0,18,17,1,5,4,6,19,13
H,新潟,○,2,1,20,18,2,6,4,6,22,9
H,水戸,○,4,0,24,18,6,7,4,6,25,8
A,讃岐,○,1,0,25,18,7,8,4,6,28,7
H,町田,●,0,1,25,19,6,8,4,7,28,8
H,山口,△,2,2,27,21,6,8,5,7,29,11
A,山形,●,0,2,27,23,4,8,5,8,29,11
H,愛媛,●,1,2,28,25,3,8,5,9,29,12
A,甲府,○,3,1,31,26,5,9,5,9,32,11
A,横浜FC,●,0,3,31,29,2,9,5,10,32,12
H,讃岐,●,2,3,33,32,1,9,5,11,32,14
H,大分,●,0,2,33,34,-1,9,5,12,32,16
A,栃木,●,1,4,34,38,-4,9,5,13,32,16
H,京都,●,2,3,36,41,-5,9,5,14,32,17
H,熊本,●,0,2,36,43,-7,9,5,15,32,18
A,町田,●,0,1,36,44,-8,9,5,16,32,18
H,大宮,●,0,1,36,45,-9,9,5,17,32,18
A,新潟,●,0,5,36,50,-14,9,5,18,32,19
A,徳島,●,1,2,37,52,-15,9,5,19,32,19
H,東京Ｖ,△,1,1,38,53,-15,9,6,19,33,19
A,金沢,●,0,2,38,55,-17,9,6,20,33,20
A,山口,●,1,4,39,59,-20,9,6,21,33,20
H,岡山,○,2,1,41,60,-19,10,6,21,36,20
A,松本,△,0,0,41,60,-19,10,7,21,37,20
H,千葉,○,2,0,43,60,-17,11,7,21,40,20
H,山形,●,0,1,43,61,-18,11,7,22,40,20
A,水戸,△,1,1,44,62,-18,11,8,22,41,19
H,福岡,△,0,0,44,62,-18,11,9,22,42,20
