H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,水戸,●,0,3,0,3,-3,0,0,1,0,22
A,大分,△,2,2,2,5,-3,0,1,1,1,18
A,熊本,○,2,1,4,6,-2,1,1,1,4,10
H,町田,△,2,2,6,8,-2,1,2,1,5,14
H,横浜FC,●,2,3,8,11,-3,1,2,2,5,15
A,東京Ｖ,△,0,0,8,11,-3,1,3,2,6,17
H,山口,●,0,1,8,12,-4,1,3,3,6,19
A,愛媛,○,2,0,10,12,-2,2,3,3,9,14
H,京都,○,1,0,11,12,-1,3,3,3,12,11
A,松本,●,0,1,11,13,-2,3,3,4,12,12
H,栃木,●,0,1,11,14,-3,3,3,5,12,15
A,福岡,●,1,2,12,16,-4,3,3,6,12,19
H,讃岐,○,2,0,14,16,-2,4,3,6,15,18
H,大宮,△,1,1,15,17,-2,4,4,6,16,19
A,新潟,△,0,0,15,17,-2,4,5,6,17,19
H,金沢,○,2,1,17,18,-1,5,5,6,20,14
A,岡山,△,2,2,19,20,-1,5,6,6,21,14
H,千葉,○,2,1,21,21,0,6,6,6,24,11
A,甲府,○,2,1,23,22,1,7,6,6,27,10
H,徳島,○,3,2,26,24,2,8,6,6,30,9
H,岐阜,○,2,0,28,24,4,9,6,6,33,7
A,横浜FC,△,1,1,29,25,4,9,7,6,34,9
A,栃木,●,0,1,29,26,3,9,7,7,34,10
H,新潟,●,1,2,30,28,2,9,7,8,34,11
H,岡山,○,1,0,31,28,3,10,7,8,37,9
A,京都,●,0,1,31,29,2,10,7,9,37,11
H,東京Ｖ,○,2,1,33,30,3,11,7,9,40,9
A,徳島,●,1,5,34,35,-1,11,7,10,40,11
H,愛媛,△,1,1,35,36,-1,11,8,10,41,12
H,熊本,○,2,1,37,37,0,12,8,10,44,10
A,山口,○,1,0,38,37,1,13,8,10,47,10
H,甲府,△,1,1,39,38,1,13,9,10,48,10
A,讃岐/26節,△,1,1,40,39,1,13,10,10,49,9
A,金沢,●,0,1,40,40,0,13,10,11,49,9
H,松本,△,3,3,43,43,0,13,11,11,50,9
A,町田,△,0,0,43,43,0,13,12,11,51,9
A,千葉,●,1,2,44,45,-1,13,12,12,51,9
H,福岡,△,2,2,46,47,-1,13,13,12,52,10
H,水戸,●,0,1,46,48,-2,13,13,13,52,13
A,岐阜,○,1,0,47,48,-1,14,13,13,55,11
A,大宮,●,1,2,48,50,-2,14,13,14,55,12
H,大分,△,1,1,49,51,-2,14,14,14,56,12
