H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,千葉,○,1,0,1,0,1,1,0,0,3,5
H,栃木,●,0,1,1,1,0,1,0,1,3,11
A,神戸,●,0,1,1,2,-1,1,0,2,3,17
H,松本,●,1,2,2,4,-2,1,0,3,3,21
A,福岡,○,1,0,3,4,-1,2,0,3,6,13
H,Ｇ大阪,●,1,3,4,7,-3,2,0,4,6,18
A,岡山,●,2,3,6,10,-4,2,0,5,6,19
H,徳島,○,2,1,8,11,-3,3,0,5,9,17
A,鳥取,○,2,0,10,11,-1,4,0,5,12,14
A,長崎,△,0,0,10,11,-1,4,1,5,13,15
H,熊本,●,1,3,11,14,-3,4,1,6,13,15
H,京都,●,0,1,11,15,-4,4,1,7,13,18
A,北九州,○,2,1,13,16,-3,5,1,7,16,15
A,山形,○,1,0,14,16,-2,6,1,7,19,12
H,東京Ｖ,△,1,1,15,17,-2,6,2,7,20,13
H,水戸,●,0,1,15,18,-3,6,2,8,20,15
A,横浜FC,○,2,0,17,18,-1,7,2,8,23,13
A,愛媛,●,2,3,19,21,-2,7,2,9,23,13
H,富山,○,1,0,20,21,-1,8,2,9,26,12
H,岐阜,○,4,0,24,21,3,9,2,9,29,10
A,群馬,●,0,2,24,23,1,9,2,10,29,10
A,徳島,●,0,1,24,24,0,9,2,11,29,10
H,福岡,○,3,0,27,24,3,10,2,11,32,10
A,東京Ｖ,●,1,2,28,26,2,10,2,12,32,13
A,松本,○,4,2,32,28,4,11,2,12,35,9
H,鳥取,○,3,0,35,28,7,12,2,12,38,8
A,富山,●,1,3,36,31,5,12,2,13,38,9
H,横浜FC,○,2,0,38,31,7,13,2,13,41,8
A,Ｇ大阪,●,0,3,38,34,4,13,2,14,41,11
H,愛媛,○,3,0,41,34,7,14,2,14,44,8
A,水戸,○,3,1,44,35,9,15,2,14,47,7
H,岡山,△,2,2,46,37,9,15,3,14,48,8
A,栃木,●,3,4,49,41,8,15,3,15,48,8
H,長崎,○,1,0,50,41,9,16,3,15,51,7
A,熊本,●,1,2,51,43,8,16,3,16,51,8
H,群馬,●,1,3,52,46,6,16,3,17,51,10
H,山形,○,3,1,55,47,8,17,3,17,54,7
A,京都,●,0,2,55,49,6,17,3,18,54,10
H,千葉,○,1,0,56,49,7,18,3,18,57,8
H,神戸,○,1,0,57,49,8,19,3,18,60,7
A,岐阜,○,3,0,60,49,11,20,3,18,63,7
H,北九州,△,0,0,60,49,11,20,4,18,64,8
