H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,水戸,△,1,1,1,1,0,0,1,0,1,11
H,鳥取,△,0,0,1,1,0,0,2,0,2,14
A,岐阜,△,0,0,1,1,0,0,3,0,3,15
H,横浜FC,○,1,0,2,1,1,1,3,0,6,6
A,神戸,●,1,4,3,5,-2,1,3,1,6,14
A,栃木,●,0,3,3,8,-5,1,3,2,6,19
H,千葉,●,0,2,3,10,-7,1,3,3,6,21
A,愛媛,●,0,2,3,12,-9,1,3,4,6,21
H,福岡,●,0,1,3,13,-10,1,3,5,6,21
A,岡山,●,0,2,3,15,-12,1,3,6,6,21
H,徳島,○,4,1,7,16,-9,2,3,6,9,20
A,松本,△,1,1,8,17,-9,2,4,6,10,20
H,東京Ｖ,●,0,1,8,18,-10,2,4,7,10,20
A,京都,●,1,2,9,20,-11,2,4,8,10,20
A,Ｇ大阪,●,1,5,10,25,-15,2,4,9,10,21
H,北九州,△,0,0,10,25,-15,2,5,9,11,21
H,長崎,●,1,2,11,27,-16,2,5,10,11,21
A,富山,△,0,0,11,27,-16,2,6,10,12,21
H,山形,△,2,2,13,29,-16,2,7,10,13,22
A,熊本,○,3,2,16,31,-15,3,7,10,16,21
H,札幌,○,2,0,18,31,-13,4,7,10,19,20
A,福岡,●,0,1,18,32,-14,4,7,11,19,21
H,水戸,●,0,1,18,33,-15,4,7,12,19,21
A,長崎,●,0,1,18,34,-16,4,7,13,19,21
A,徳島,●,1,4,19,38,-19,4,7,14,19,21
H,富山,△,1,1,20,39,-19,4,8,14,20,22
H,松本,○,3,0,23,39,-16,5,8,14,23,21
A,山形,△,1,1,24,40,-16,5,9,14,24,21
H,熊本,○,1,0,25,40,-15,6,9,14,27,20
A,千葉,△,2,2,27,42,-15,6,10,14,28,20
H,愛媛,○,2,1,29,43,-14,7,10,14,31,18
A,横浜FC,●,0,2,29,45,-16,7,10,15,31,19
H,岐阜,●,0,1,29,46,-17,7,10,16,31,20
H,栃木,●,0,1,29,47,-18,7,10,17,31,20
A,東京Ｖ,●,1,2,30,49,-19,7,10,18,31,20
A,札幌,○,3,1,33,50,-17,8,10,18,34,20
H,京都,●,2,3,35,53,-18,8,10,19,34,20
H,岡山,○,2,1,37,54,-17,9,10,19,37,20
A,北九州,●,2,3,39,57,-18,9,10,20,37,20
A,鳥取,△,1,1,40,58,-18,9,11,20,38,20
H,神戸,△,2,2,42,60,-18,9,12,20,39,20
H,Ｇ大阪,△,1,1,43,61,-18,9,13,20,40,20
