H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,岡山,△,1,1,1,1,0,1,11
H,Ｇ大阪,●,1,3,2,4,-2,1,19
A,山形,●,0,2,2,6,-4,1,21
H,富山,○,1,0,3,6,-3,4,19
A,松本,△,1,1,4,7,-3,5,20
H,鳥取,○,3,1,7,8,-1,8,13
A,徳島,○,2,1,9,9,0,11,9
H,熊本,○,1,0,10,9,1,14,4
A,横浜FC,○,2,1,12,10,2,17,3
H,札幌,△,0,0,12,10,2,18,4
A,愛媛,○,2,0,14,10,4,21,3
H,北九州,○,1,0,15,10,5,24,3
A,水戸,△,0,0,15,10,5,25,2
A,栃木,△,2,2,17,12,5,26,3
H,京都,●,0,1,17,13,4,26,6
H,千葉,○,2,1,19,14,5,29,3
A,群馬,○,2,1,21,15,6,32,3
A,岐阜,●,1,2,22,17,5,32,3
H,東京Ｖ,○,2,1,24,18,6,35,3
A,神戸,●,0,2,24,20,4,35,3
H,福岡,△,0,0,24,20,4,36,3
A,北九州,○,2,1,26,21,5,39,3
H,山形,○,2,1,28,22,6,42,3
H,群馬,○,1,0,29,22,7,45,3
A,富山,△,1,1,30,23,7,46,4
H,水戸,●,0,2,30,25,5,46,5
H,愛媛,△,1,1,31,26,5,47,5
A,東京Ｖ,●,1,2,32,28,4,47,5
A,福岡,●,1,2,33,30,3,47,6
H,横浜FC,○,2,0,35,30,5,50,5
A,鳥取,○,3,0,38,30,8,53,3
A,Ｇ大阪,○,2,1,40,31,9,56,3
H,神戸,●,0,2,40,33,7,56,4
A,札幌,●,0,1,40,34,6,56,5
A,京都,●,0,2,40,36,4,56,5
H,岡山,△,1,1,41,37,4,57,6
H,岐阜,○,3,0,44,37,7,60,6
A,熊本,●,0,1,44,38,6,60,5
H,栃木,○,2,0,46,38,8,63,5
A,千葉,○,2,0,48,38,10,66,4
H,松本,●,0,1,48,39,9,66,4
H,徳島,●,0,1,48,40,8,66,6
