★札幌	A	千葉	○	1	0	1.0	0.0	1.0	3	5	H	栃木	●	0	1	1.0	1.0	0.0	3	11	A	神戸	●	0	1	1.0	2.0	-1.0	3	17	H	松本	●	1	2	2.0	4.0	-2.0	3	21	A	福岡	○	1	0	3.0	4.0	-1.0	6	13	H	Ｇ大阪	●	1	3	4.0	7.0	-3.0	6	18	A	岡山	●	2	3	6.0	10.0	-4.0	6	19	H	徳島	○	2	1	8.0	11.0	-3.0	9	17	A	鳥取	○	2	0	10.0	11.0	-1.0	12	14	A	長崎	△	0	0	10.0	11.0	-1.0	13	15	H	熊本	●	1	3	11.0	14.0	-3.0	13	15	H	京都	●	0	1	11.0	15.0	-4.0	13	18	A	北九州	○	2	1	13.0	16.0	-3.0	16	15	A	山形	○	1	0	14.0	16.0	-2.0	19	12	H	東京Ｖ	△	1	1	15.0	17.0	-2.0	20	13	H	水戸	●	0	1	15.0	18.0	-3.0	20	15	A	横浜FC	○	2	0	17.0	18.0	-1.0	23	13	A	愛媛	●	2	3	19.0	21.0	-2.0	23	13	H	富山	○	1	0	20.0	21.0	-1.0	26	12	H	岐阜	○	4	0	24.0	21.0	3.0	29	10	A	群馬	●	0	2	24.0	23.0	1.0	29	10	A	徳島	●	0	1	24.0	24.0	0.0	29	10	H	福岡	○	3	0	27.0	24.0	3.0	32	10	A	東京Ｖ	●	1	2	28.0	26.0	2.0	32	13	A	松本	○	4	2	32.0	28.0	4.0	35	9	H	鳥取	○	3	0	35.0	28.0	7.0	38	8	A	富山	●	1	3	36.0	31.0	5.0	38	9	H	横浜FC	○	2	0	38.0	31.0	7.0	41	8	A	Ｇ大阪	●	0	3	38.0	34.0	4.0	41	11	H	愛媛	○	3	0	41.0	34.0	7.0	44	8	A	水戸	○	3	1	44.0	35.0	9.0	47	7	H	岡山	△	2	2	46.0	37.0	9.0	48	8	A	栃木	●	3	4	49.0	41.0	8.0	48	8	H	長崎	○	1	0	50.0	41.0	9.0	51	7	A	熊本	●	1	2	51.0	43.0	8.0	51	8	H	群馬	●	1	3	52.0	46.0	6.0	51	10	H	山形	○	3	1	55.0	47.0	8.0	54	7	A	京都	●	0	2	55.0	49.0	6.0	54	10	H	千葉	○	1	0	56.0	49.0	7.0	57	8	H	神戸	○	1	0	57.0	49.0	8.0	60	7	A	岐阜	○	3	0	60.0	49.0	11.0	63	7	H	北九州	△	0	0	60.0	49.0	11.0	64	8
★山形	A	愛媛	●	1	3	1.0	3.0	-2.0	0	21	A	福岡	●	1	2	2.0	5.0	-3.0	0	20	H	長崎	○	2	0	4.0	5.0	-1.0	3	16	H	栃木	○	2	1	6.0	6.0	0.0	6	7	A	北九州	○	2	1	8.0	7.0	1.0	9	3	H	横浜FC	○	5	1	13.0	8.0	5.0	12	2	A	神戸	●	0	1	13.0	9.0	4.0	12	4	H	Ｇ大阪	●	0	1	13.0	10.0	3.0	12	6	A	東京Ｖ	●	0	2	13.0	12.0	1.0	12	12	H	熊本	○	1	0	14.0	12.0	2.0	15	7	A	岐阜	△	1	1	15.0	13.0	2.0	16	7	H	富山	○	3	1	18.0	14.0	4.0	19	6	A	岡山	●	3	4	21.0	18.0	3.0	19	8	H	札幌	●	0	1	21.0	19.0	2.0	19	9	A	鳥取	○	6	0	27.0	19.0	8.0	22	9	H	京都	●	1	2	28.0	21.0	7.0	22	12	A	千葉	○	3	1	31.0	22.0	9.0	25	10	H	徳島	△	2	2	33.0	24.0	9.0	26	9	A	群馬	△	2	2	35.0	26.0	9.0	27	8	H	松本	○	4	1	39.0	27.0	12.0	30	7	A	水戸	○	3	1	42.0	28.0	14.0	33	7	H	鳥取	●	2	3	44.0	31.0	13.0	33	8	A	長崎	●	1	2	45.0	33.0	12.0	33	9	H	千葉	●	0	3	45.0	36.0	9.0	33	10	H	岡山	●	1	2	46.0	38.0	8.0	33	13	A	熊本	△	1	1	47.0	39.0	8.0	34	14	A	京都	△	1	1	48.0	40.0	8.0	35	13	H	群馬	△	1	1	49.0	41.0	8.0	36	13	H	神戸	○	3	2	52.0	43.0	9.0	39	13	A	栃木	△	1	1	53.0	44.0	9.0	40	13	A	富山	○	3	1	56.0	45.0	11.0	43	12	H	水戸	○	2	1	58.0	46.0	12.0	46	9	A	徳島	△	2	2	60.0	48.0	12.0	47	10	H	福岡	○	2	1	62.0	49.0	13.0	50	8	H	北九州	●	0	1	62.0	50.0	12.0	50	11	A	横浜FC	△	1	1	63.0	51.0	12.0	51	9	A	札幌	●	1	3	64.0	54.0	10.0	51	11	H	愛媛	○	3	0	67.0	54.0	13.0	54	9	H	岐阜	△	2	2	69.0	56.0	13.0	55	11	A	松本	○	3	2	72.0	58.0	14.0	58	10	A	Ｇ大阪	●	2	3	74.0	61.0	13.0	58	10	H	東京Ｖ	△	0	0	74.0	61.0	13.0	59	10
★水戸	H	群馬	△	1	1	1.0	1.0	0.0	1	11	H	富山	○	1	0	2.0	1.0	1.0	4	6	A	鳥取	●	1	3	3.0	4.0	-1.0	4	13	A	岡山	△	1	1	4.0	5.0	-1.0	5	14	H	愛媛	●	0	1	4.0	6.0	-2.0	5	18	A	福岡	△	1	1	5.0	7.0	-2.0	6	16	H	松本	●	1	2	6.0	9.0	-3.0	6	18	A	栃木	○	1	0	7.0	9.0	-2.0	9	16	H	千葉	○	2	0	9.0	9.0	0.0	12	13	A	北九州	○	2	0	11.0	9.0	2.0	15	8	H	横浜FC	△	2	2	13.0	11.0	2.0	16	8	A	熊本	●	2	3	15.0	14.0	1.0	16	9	H	長崎	△	0	0	15.0	14.0	1.0	17	12	A	徳島	●	1	3	16.0	17.0	-1.0	17	16	H	岐阜	○	4	1	20.0	18.0	2.0	20	11	A	札幌	○	1	0	21.0	18.0	3.0	23	10	H	神戸	●	0	2	21.0	20.0	1.0	23	12	A	東京Ｖ	△	0	0	21.0	20.0	1.0	24	12	H	Ｇ大阪	●	0	2	21.0	22.0	-1.0	24	14	A	京都	○	1	0	22.0	22.0	0.0	27	12	H	山形	●	1	3	23.0	25.0	-2.0	27	12	A	松本	●	0	2	23.0	27.0	-4.0	27	15	A	群馬	○	1	0	24.0	27.0	-3.0	30	14	H	岡山	○	1	0	25.0	27.0	-2.0	33	12	H	鳥取	△	2	2	27.0	29.0	-2.0	34	12	A	長崎	○	2	0	29.0	29.0	0.0	37	10	A	千葉	●	0	2	29.0	31.0	-2.0	37	11	H	栃木	○	4	3	33.0	34.0	-1.0	40	10	A	岐阜	○	4	1	37.0	35.0	2.0	43	7	H	福岡	△	0	0	37.0	35.0	2.0	44	9	H	札幌	●	1	3	38.0	38.0	0.0	44	10	A	山形	●	1	2	39.0	40.0	-1.0	44	12	A	Ｇ大阪	●	0	5	39.0	45.0	-6.0	44	12	H	熊本	△	1	1	40.0	46.0	-6.0	45	13	A	神戸	△	1	1	41.0	47.0	-6.0	46	13	H	徳島	△	0	0	41.0	47.0	-6.0	47	13	H	北九州	△	2	2	43.0	49.0	-6.0	48	14	A	富山	●	1	2	44.0	51.0	-7.0	48	14	A	愛媛	△	2	2	46.0	53.0	-7.0	49	15	H	東京Ｖ	○	1	0	47.0	53.0	-6.0	52	14	H	京都	○	2	1	49.0	54.0	-5.0	55	13	A	横浜FC	●	1	4	50.0	58.0	-8.0	55	15
★栃木	H	松本	●	0	1	0.0	1.0	-1.0	0	17	A	札幌	○	1	0	1.0	1.0	0.0	3	11	H	千葉	△	0	0	1.0	1.0	0.0	4	12	A	山形	●	1	2	2.0	3.0	-1.0	4	17	A	鳥取	△	1	1	3.0	4.0	-1.0	5	17	H	群馬	○	3	0	6.0	4.0	2.0	8	10	A	富山	○	2	1	8.0	5.0	3.0	11	7	H	水戸	●	0	1	8.0	6.0	2.0	11	9	A	徳島	○	1	0	9.0	6.0	3.0	14	6	H	岐阜	○	2	0	11.0	6.0	5.0	17	5	A	北九州	○	2	0	13.0	6.0	7.0	20	4	H	岡山	○	1	0	14.0	6.0	8.0	23	4	A	愛媛	●	0	3	14.0	9.0	5.0	23	4	H	長崎	△	2	2	16.0	11.0	5.0	24	5	A	熊本	○	4	1	20.0	12.0	8.0	27	4	H	横浜FC	△	0	0	20.0	12.0	8.0	28	5	A	Ｇ大阪	●	0	3	20.0	15.0	5.0	28	5	H	福岡	○	2	0	22.0	15.0	7.0	31	5	H	神戸	△	2	2	24.0	17.0	7.0	32	5	A	東京Ｖ	△	3	3	27.0	20.0	7.0	33	5	H	京都	△	2	2	29.0	22.0	7.0	34	6	A	横浜FC	●	1	3	30.0	25.0	5.0	34	6	H	富山	△	1	1	31.0	26.0	5.0	35	6	A	福岡	●	0	2	31.0	28.0	3.0	35	7	H	熊本	●	0	1	31.0	29.0	2.0	35	10	A	神戸	●	0	2	31.0	31.0	0.0	35	14	A	水戸	●	3	4	34.0	35.0	-1.0	35	14	H	鳥取	△	1	1	35.0	36.0	-1.0	36	14	H	山形	△	1	1	36.0	37.0	-1.0	37	14	A	岡山	○	3	1	39.0	38.0	1.0	40	14	H	徳島	●	0	1	39.0	39.0	0.0	40	14	H	愛媛/26節	●	0	1	39.0	40.0	-1.0	40	14	H	札幌	○	4	3	43.0	43.0	0.0	43	14	A	群馬	○	1	0	44.0	43.0	1.0	46	12	A	松本	△	2	2	46.0	45.0	1.0	47	12	H	Ｇ大阪	○	4	2	50.0	47.0	3.0	50	12	H	東京Ｖ	○	4	2	54.0	49.0	5.0	53	10	A	岐阜	○	1	0	55.0	49.0	6.0	56	8	A	長崎	●	0	2	55.0	51.0	4.0	56	10	H	北九州	○	3	2	58.0	53.0	5.0	59	9	A	千葉	△	1	1	59.0	54.0	5.0	60	9	A	京都	○	2	1	61.0	55.0	6.0	63	9
★群馬	A	水戸	△	1	1	1.0	1.0	0.0	1	11	H	鳥取	△	0	0	1.0	1.0	0.0	2	14	A	岐阜	△	0	0	1.0	1.0	0.0	3	15	H	横浜FC	○	1	0	2.0	1.0	1.0	6	6	A	神戸	●	1	4	3.0	5.0	-2.0	6	14	A	栃木	●	0	3	3.0	8.0	-5.0	6	19	H	千葉	●	0	2	3.0	10.0	-7.0	6	21	A	愛媛	●	0	2	3.0	12.0	-9.0	6	21	H	福岡	●	0	1	3.0	13.0	-10.0	6	21	A	岡山	●	0	2	3.0	15.0	-12.0	6	21	H	徳島	○	4	1	7.0	16.0	-9.0	9	20	A	松本	△	1	1	8.0	17.0	-9.0	10	20	H	東京Ｖ	●	0	1	8.0	18.0	-10.0	10	20	A	京都	●	1	2	9.0	20.0	-11.0	10	20	A	Ｇ大阪	●	1	5	10.0	25.0	-15.0	10	21	H	北九州	△	0	0	10.0	25.0	-15.0	11	21	H	長崎	●	1	2	11.0	27.0	-16.0	11	21	A	富山	△	0	0	11.0	27.0	-16.0	12	21	H	山形	△	2	2	13.0	29.0	-16.0	13	22	A	熊本	○	3	2	16.0	31.0	-15.0	16	21	H	札幌	○	2	0	18.0	31.0	-13.0	19	20	A	福岡	●	0	1	18.0	32.0	-14.0	19	21	H	水戸	●	0	1	18.0	33.0	-15.0	19	21	A	長崎	●	0	1	18.0	34.0	-16.0	19	21	A	徳島	●	1	4	19.0	38.0	-19.0	19	21	H	富山	△	1	1	20.0	39.0	-19.0	20	22	H	松本	○	3	0	23.0	39.0	-16.0	23	21	A	山形	△	1	1	24.0	40.0	-16.0	24	21	H	熊本	○	1	0	25.0	40.0	-15.0	27	20	A	千葉	△	2	2	27.0	42.0	-15.0	28	20	H	愛媛	○	2	1	29.0	43.0	-14.0	31	18	A	横浜FC	●	0	2	29.0	45.0	-16.0	31	19	H	岐阜	●	0	1	29.0	46.0	-17.0	31	20	H	栃木	●	0	1	29.0	47.0	-18.0	31	20	A	東京Ｖ	●	1	2	30.0	49.0	-19.0	31	20	A	札幌	○	3	1	33.0	50.0	-17.0	34	20	H	京都	●	2	3	35.0	53.0	-18.0	34	20	H	岡山	○	2	1	37.0	54.0	-17.0	37	20	A	北九州	●	2	3	39.0	57.0	-18.0	37	20	A	鳥取	△	1	1	40.0	58.0	-18.0	38	20	H	神戸	△	2	2	42.0	60.0	-18.0	39	20	H	Ｇ大阪	△	1	1	43.0	61.0	-18.0	40	20
★千葉	H	札幌	●	0	1	0.0	1.0	-1.0	0	17	A	熊本	○	3	0	3.0	1.0	2.0	3	9	A	栃木	△	0	0	3.0	1.0	2.0	4	8	H	鳥取	△	1	1	4.0	2.0	2.0	5	10	A	Ｇ大阪	△	1	1	5.0	3.0	2.0	6	11	H	北九州	○	6	1	11.0	4.0	7.0	9	7	A	群馬	○	2	0	13.0	4.0	9.0	12	3	H	岡山	△	0	0	13.0	4.0	9.0	13	5	A	水戸	●	0	2	13.0	6.0	7.0	13	10	H	福岡	△	1	1	14.0	7.0	7.0	14	10	A	京都	△	3	3	17.0	10.0	7.0	15	9	H	愛媛	○	2	0	19.0	10.0	9.0	18	8	A	岐阜	○	1	0	20.0	10.0	10.0	21	6	H	富山	○	3	2	23.0	12.0	11.0	24	4	H	松本	○	1	0	24.0	12.0	12.0	27	3	A	長崎	●	1	2	25.0	14.0	11.0	27	6	H	山形	●	1	3	26.0	17.0	9.0	27	6	A	神戸	△	2	2	28.0	19.0	9.0	28	6	H	横浜FC	△	1	1	29.0	20.0	9.0	29	6	A	徳島	○	2	1	31.0	21.0	10.0	32	6	H	東京Ｖ	○	2	1	33.0	22.0	11.0	35	5	A	富山	○	2	1	35.0	23.0	12.0	38	5	H	Ｇ大阪	○	3	0	38.0	23.0	15.0	41	5	A	山形	○	3	0	41.0	23.0	18.0	44	4	A	愛媛	○	1	0	42.0	23.0	19.0	47	3	H	徳島	●	1	2	43.0	25.0	18.0	47	3	H	水戸	○	2	0	45.0	25.0	20.0	50	3	A	北九州	●	0	1	45.0	26.0	19.0	50	3	A	松本	●	2	3	47.0	29.0	18.0	50	3	H	群馬	△	2	2	49.0	31.0	18.0	51	3	H	岐阜	△	1	1	50.0	32.0	18.0	52	4	A	福岡	○	4	3	54.0	35.0	19.0	55	4	H	京都	●	1	2	55.0	37.0	18.0	55	5	A	東京Ｖ	●	0	1	55.0	38.0	17.0	55	6	A	岡山	●	0	3	55.0	41.0	14.0	55	6	H	神戸	○	2	1	57.0	42.0	15.0	58	5	H	熊本	○	6	0	63.0	42.0	21.0	61	4	A	横浜FC	○	2	1	65.0	43.0	22.0	64	4	A	札幌	●	0	1	65.0	44.0	21.0	64	4	H	長崎	●	0	2	65.0	46.0	19.0	64	5	H	栃木	△	1	1	66.0	47.0	19.0	65	5	A	鳥取	△	2	2	68.0	49.0	19.0	66	5
★東京Ｖ	H	福岡	●	0	1	0.0	1.0	-1.0	0	17	A	京都	△	0	0	0.0	1.0	-1.0	1	18	H	岡山	△	1	1	1.0	2.0	-1.0	2	19	A	北九州	△	1	1	2.0	3.0	-1.0	3	20	H	熊本	△	1	1	3.0	4.0	-1.0	4	21	H	岐阜	○	3	0	6.0	4.0	2.0	7	14	A	Ｇ大阪	△	0	0	6.0	4.0	2.0	8	13	H	鳥取	○	3	0	9.0	4.0	5.0	11	7	H	山形	○	2	0	11.0	4.0	7.0	14	5	A	富山	△	1	1	12.0	5.0	7.0	15	10	H	横浜FC	●	1	3	13.0	8.0	5.0	15	12	A	群馬	○	1	0	14.0	8.0	6.0	18	10	H	神戸	○	2	1	16.0	9.0	7.0	21	8	A	松本/10節	△	0	0	16.0	9.0	7.0	22	8	A	札幌	△	1	1	17.0	10.0	7.0	23	8	A	徳島	●	1	2	18.0	12.0	6.0	23	9	H	愛媛	○	2	1	20.0	13.0	7.0	26	8	H	水戸	△	0	0	20.0	13.0	7.0	27	7	A	長崎	●	1	2	21.0	15.0	6.0	27	9	H	栃木	△	3	3	24.0	18.0	6.0	28	11	A	千葉	●	1	2	25.0	20.0	5.0	28	11	H	京都	●	0	5	25.0	25.0	0.0	28	14	A	鳥取	△	1	1	26.0	26.0	0.0	29	15	H	札幌	○	2	1	28.0	27.0	1.0	32	14	A	横浜FC	○	3	2	31.0	29.0	2.0	35	10	H	Ｇ大阪	△	3	3	34.0	32.0	2.0	36	11	A	福岡	○	3	2	37.0	34.0	3.0	39	8	H	長崎	○	2	1	39.0	35.0	4.0	42	7	A	岡山	●	0	2	39.0	37.0	2.0	42	9	A	神戸	●	1	2	40.0	39.0	1.0	42	12	H	松本	●	1	3	41.0	42.0	-1.0	42	13	A	岐阜	○	2	1	43.0	43.0	0.0	45	11	A	熊本	●	1	2	44.0	45.0	-1.0	45	11	H	千葉	○	1	0	45.0	45.0	0.0	48	11	H	群馬	○	2	1	47.0	46.0	1.0	51	10	A	愛媛	●	0	4	47.0	50.0	-3.0	51	11	A	栃木	●	2	4	49.0	54.0	-5.0	51	12	H	北九州	○	1	0	50.0	54.0	-4.0	54	11	H	富山	●	1	2	51.0	56.0	-5.0	54	12	A	水戸	●	0	1	51.0	57.0	-6.0	54	12	H	徳島	△	1	1	52.0	58.0	-6.0	55	14	A	山形	△	0	0	52.0	58.0	-6.0	56	13
★横浜FC	A	岐阜	○	2	0	2.0	0.0	2.0	3	2	H	徳島	△	2	2	4.0	2.0	2.0	4	4	A	Ｇ大阪	△	0	0	4.0	2.0	2.0	5	6	A	群馬	●	0	1	4.0	3.0	1.0	5	11	H	岡山	●	0	1	4.0	4.0	0.0	5	15	A	山形	●	1	5	5.0	9.0	-4.0	5	20	H	熊本	△	0	0	5.0	9.0	-4.0	6	20	A	京都	○	1	0	6.0	9.0	-3.0	9	18	H	長崎	●	1	2	7.0	11.0	-4.0	9	18	H	神戸	●	1	2	8.0	13.0	-5.0	9	18	A	水戸	△	2	2	10.0	15.0	-5.0	10	19	A	東京Ｖ	○	3	1	13.0	16.0	-3.0	13	16	H	福岡	●	0	1	13.0	17.0	-4.0	13	18	H	愛媛	△	0	0	13.0	17.0	-4.0	14	18	A	北九州	△	1	1	14.0	18.0	-4.0	15	18	A	栃木	△	0	0	14.0	18.0	-4.0	16	17	H	札幌	●	0	2	14.0	20.0	-6.0	16	19	H	鳥取	○	2	1	16.0	21.0	-5.0	19	18	A	千葉	△	1	1	17.0	22.0	-5.0	20	17	H	富山	○	2	1	19.0	23.0	-4.0	23	15	A	松本	○	1	0	20.0	23.0	-3.0	26	13	H	栃木	○	3	1	23.0	24.0	-1.0	29	11	A	岡山	△	0	0	23.0	24.0	-1.0	30	13	A	鳥取	△	0	0	23.0	24.0	-1.0	31	15	H	東京Ｖ	●	2	3	25.0	27.0	-2.0	31	15	A	神戸	●	0	1	25.0	28.0	-3.0	31	15	H	北九州	●	1	2	26.0	30.0	-4.0	31	15	A	札幌	●	0	2	26.0	32.0	-6.0	31	15	H	京都	○	1	0	27.0	32.0	-5.0	34	15	A	長崎	●	0	2	27.0	34.0	-7.0	34	15	H	Ｇ大阪	△	2	2	29.0	36.0	-7.0	35	15	H	群馬	○	2	0	31.0	36.0	-5.0	38	15	A	福岡	○	5	1	36.0	37.0	-1.0	41	15	A	愛媛	○	1	0	37.0	37.0	0.0	44	14	H	山形	△	1	1	38.0	38.0	0.0	45	15	A	徳島	○	1	0	39.0	38.0	1.0	48	13	H	岐阜/35節	△	2	2	41.0	40.0	1.0	49	13	H	千葉	●	1	2	42.0	42.0	0.0	49	13	H	松本	●	1	3	43.0	45.0	-2.0	49	14	A	富山	○	1	0	44.0	45.0	-1.0	52	13	A	熊本	○	1	0	45.0	45.0	0.0	55	12	H	水戸	○	4	1	49.0	46.0	3.0	58	11
★松本	A	栃木	○	1	0	1.0	0.0	1.0	3	5	A	愛媛	△	1	1	2.0	1.0	1.0	4	6	H	熊本	●	1	2	3.0	3.0	0.0	4	10	A	札幌	○	2	1	5.0	4.0	1.0	7	4	H	長崎	△	1	1	6.0	5.0	1.0	8	7	H	神戸	●	1	2	7.0	7.0	0.0	8	12	A	水戸	○	2	1	9.0	8.0	1.0	11	8	H	岐阜	●	1	2	10.0	10.0	0.0	11	11	A	Ｇ大阪	●	0	1	10.0	11.0	-1.0	11	15	A	福岡	○	1	0	11.0	11.0	0.0	14	13	H	群馬	△	1	1	12.0	12.0	0.0	15	13	A	京都	○	1	0	13.0	12.0	1.0	18	11	H	北九州	△	1	1	14.0	13.0	1.0	19	10	H	東京Ｖ/10節	△	0	0	14.0	13.0	1.0	20	9	A	千葉	●	0	1	14.0	14.0	0.0	20	12	H	富山	○	3	0	17.0	14.0	3.0	23	11	A	鳥取	●	0	1	17.0	15.0	2.0	23	11	H	岡山	○	1	0	18.0	15.0	3.0	26	10	A	徳島	●	0	2	18.0	17.0	1.0	26	11	A	山形	●	1	4	19.0	21.0	-2.0	26	13	H	横浜FC	●	0	1	19.0	22.0	-3.0	26	14	H	水戸	○	2	0	21.0	22.0	-1.0	29	12	A	熊本	○	3	0	24.0	22.0	2.0	32	11	H	京都	△	1	1	25.0	23.0	2.0	33	11	H	札幌	●	2	4	27.0	27.0	0.0	33	14	A	北九州	○	2	1	29.0	28.0	1.0	36	12	A	群馬	●	0	3	29.0	31.0	-2.0	36	12	H	徳島	△	0	0	29.0	31.0	-2.0	37	12	H	千葉	○	3	2	32.0	33.0	-1.0	40	12	A	富山	○	1	0	33.0	33.0	0.0	43	11	A	東京Ｖ	○	3	1	36.0	34.0	2.0	46	8	H	鳥取	○	2	1	38.0	35.0	3.0	49	7	A	岡山	●	1	2	39.0	37.0	2.0	49	7	H	Ｇ大阪	△	2	2	41.0	39.0	2.0	50	9	H	栃木	△	2	2	43.0	41.0	2.0	51	9	A	岐阜	○	2	1	45.0	42.0	3.0	54	7	A	神戸	●	0	7	45.0	49.0	-4.0	54	8	H	福岡	○	2	1	47.0	50.0	-3.0	57	7	A	横浜FC	○	3	1	50.0	51.0	-1.0	60	7	H	山形	●	2	3	52.0	54.0	-2.0	60	8	A	長崎	○	1	0	53.0	54.0	-1.0	63	8	H	愛媛	○	1	0	54.0	54.0	0.0	66	7
★富山	A	北九州	○	2	1	2.0	1.0	1.0	3	3	A	水戸	●	0	1	2.0	2.0	0.0	3	10	H	愛媛	○	1	0	3.0	2.0	1.0	6	4	A	長崎	●	0	1	3.0	3.0	0.0	6	9	H	京都	○	1	0	4.0	3.0	1.0	9	4	A	熊本	△	1	1	5.0	4.0	1.0	10	6	H	栃木	●	1	2	6.0	6.0	0.0	10	12	H	神戸	△	0	0	6.0	6.0	0.0	11	13	A	岐阜	○	3	2	9.0	8.0	1.0	14	8	H	Ｇ大阪	●	0	4	9.0	12.0	-3.0	14	13	H	東京Ｖ	△	1	1	10.0	13.0	-3.0	15	12	A	山形	●	1	3	11.0	16.0	-5.0	15	14	H	鳥取	△	1	1	12.0	17.0	-5.0	16	16	A	千葉	●	2	3	14.0	20.0	-6.0	16	17	H	福岡	●	1	2	15.0	22.0	-7.0	16	17	A	松本	●	0	3	15.0	25.0	-10.0	16	18	H	徳島	○	2	1	17.0	26.0	-9.0	19	16	H	群馬	△	0	0	17.0	26.0	-9.0	20	17	A	札幌	●	0	1	17.0	27.0	-10.0	20	18	A	横浜FC	●	1	2	18.0	29.0	-11.0	20	19	H	岡山	△	0	0	18.0	29.0	-11.0	21	17	H	千葉	●	1	2	19.0	31.0	-12.0	21	19	A	栃木	△	1	1	20.0	32.0	-12.0	22	18	A	神戸	●	0	1	20.0	33.0	-13.0	22	19	H	長崎	△	1	1	21.0	34.0	-13.0	23	19	A	群馬	△	1	1	22.0	35.0	-13.0	24	19	H	札幌	○	3	1	25.0	36.0	-11.0	27	17	A	鳥取	○	3	2	28.0	38.0	-10.0	30	16	A	徳島	●	0	2	28.0	40.0	-12.0	30	17	H	松本	●	0	1	28.0	41.0	-13.0	30	18	H	山形	●	1	3	29.0	44.0	-15.0	30	19	A	愛媛	△	0	0	29.0	44.0	-15.0	31	18	H	北九州	△	0	0	29.0	44.0	-15.0	32	18	A	京都	●	2	3	31.0	47.0	-16.0	32	19	A	福岡	○	4	1	35.0	48.0	-13.0	35	19	H	熊本	●	1	2	36.0	50.0	-14.0	35	19	A	Ｇ大阪	●	1	3	37.0	53.0	-16.0	35	19	H	水戸	○	2	1	39.0	54.0	-15.0	38	19	A	東京Ｖ	○	2	1	41.0	55.0	-14.0	41	19	H	横浜FC	●	0	1	41.0	56.0	-15.0	41	19	A	岡山	○	3	1	44.0	57.0	-13.0	44	18	H	岐阜	●	1	2	45.0	59.0	-14.0	44	18
