H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,岐阜,○,2,0,2,0,2,1,0,0,3,2
H,徳島,△,2,2,4,2,2,1,1,0,4,4
A,Ｇ大阪,△,0,0,4,2,2,1,2,0,5,6
A,群馬,●,0,1,4,3,1,1,2,1,5,11
H,岡山,●,0,1,4,4,0,1,2,2,5,15
A,山形,●,1,5,5,9,-4,1,2,3,5,20
H,熊本,△,0,0,5,9,-4,1,3,3,6,20
A,京都,○,1,0,6,9,-3,2,3,3,9,18
H,長崎,●,1,2,7,11,-4,2,3,4,9,18
H,神戸,●,1,2,8,13,-5,2,3,5,9,18
A,水戸,△,2,2,10,15,-5,2,4,5,10,19
A,東京Ｖ,○,3,1,13,16,-3,3,4,5,13,16
H,福岡,●,0,1,13,17,-4,3,4,6,13,18
H,愛媛,△,0,0,13,17,-4,3,5,6,14,18
A,北九州,△,1,1,14,18,-4,3,6,6,15,18
A,栃木,△,0,0,14,18,-4,3,7,6,16,17
H,札幌,●,0,2,14,20,-6,3,7,7,16,19
H,鳥取,○,2,1,16,21,-5,4,7,7,19,18
A,千葉,△,1,1,17,22,-5,4,8,7,20,17
H,富山,○,2,1,19,23,-4,5,8,7,23,15
A,松本,○,1,0,20,23,-3,6,8,7,26,13
H,栃木,○,3,1,23,24,-1,7,8,7,29,11
A,岡山,△,0,0,23,24,-1,7,9,7,30,13
A,鳥取,△,0,0,23,24,-1,7,10,7,31,15
H,東京Ｖ,●,2,3,25,27,-2,7,10,8,31,15
A,神戸,●,0,1,25,28,-3,7,10,9,31,15
H,北九州,●,1,2,26,30,-4,7,10,10,31,15
A,札幌,●,0,2,26,32,-6,7,10,11,31,15
H,京都,○,1,0,27,32,-5,8,10,11,34,15
A,長崎,●,0,2,27,34,-7,8,10,12,34,15
H,Ｇ大阪,△,2,2,29,36,-7,8,11,12,35,15
H,群馬,○,2,0,31,36,-5,9,11,12,38,15
A,福岡,○,5,1,36,37,-1,10,11,12,41,15
A,愛媛,○,1,0,37,37,0,11,11,12,44,14
H,山形,△,1,1,38,38,0,11,12,12,45,15
A,徳島,○,1,0,39,38,1,12,12,12,48,13
H,岐阜/35節,△,2,2,41,40,1,12,13,12,49,13
H,千葉,●,1,2,42,42,0,12,13,13,49,13
H,松本,●,1,3,43,45,-2,12,13,14,49,14
A,富山,○,1,0,44,45,-1,13,13,14,52,13
A,熊本,○,1,0,45,45,0,14,13,14,55,12
H,水戸,○,4,1,49,46,3,15,13,14,58,11
