H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,Ｇ大阪,△,3,3,3,3,0,1,9
H,東京Ｖ,△,0,0,3,3,0,2,13
A,福岡,○,2,1,5,4,1,5,7
H,神戸,○,4,1,9,5,4,8,2
A,富山,●,0,1,9,6,3,8,5
H,徳島,●,1,2,10,8,2,8,9
A,岐阜,○,3,0,13,8,5,11,5
H,横浜FC,●,0,1,13,9,4,11,8
A,岡山,△,1,1,14,10,4,12,11
H,鳥取,○,3,0,17,10,7,15,6
H,千葉,△,3,3,20,13,7,16,6
A,札幌,○,1,0,21,13,8,19,5
H,松本,●,0,1,21,14,7,19,7
H,群馬,○,2,1,23,15,8,22,7
A,長崎,○,1,0,24,15,9,25,7
A,山形,○,2,1,26,16,10,28,4
H,北九州,●,1,2,27,18,9,28,4
A,熊本,○,3,1,30,19,11,31,4
H,愛媛,○,4,1,34,20,14,34,4
H,水戸,●,0,1,34,21,13,34,4
A,栃木,△,2,2,36,23,13,35,4
A,東京Ｖ,○,5,0,41,23,18,38,4
H,岐阜,○,2,0,43,23,20,41,4
A,松本,△,1,1,44,24,20,42,5
A,北九州,△,1,1,45,25,20,43,5
H,福岡,○,2,1,47,26,21,46,4
H,山形,△,1,1,48,27,21,47,4
A,愛媛,●,0,2,48,29,19,47,4
A,横浜FC,●,0,1,48,30,18,47,5
H,岡山,●,2,4,50,34,16,47,6
A,徳島,△,1,1,51,35,16,48,6
H,熊本,○,2,0,53,35,18,51,6
A,千葉,○,2,1,55,36,19,54,6
H,富山,○,3,2,58,38,20,57,3
H,長崎,○,2,0,60,38,22,60,3
A,鳥取,○,1,0,61,38,23,63,3
A,群馬,○,3,2,64,40,24,66,3
H,札幌,○,2,0,66,40,26,69,3
A,神戸,△,0,0,66,40,26,70,3
H,Ｇ大阪,●,0,2,66,42,24,70,3
A,水戸,●,1,2,67,44,23,70,3
H,栃木,●,1,2,68,46,22,70,3
