H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,岡山,△,1,1,1,1,0,0,1,0,1,11
H,Ｇ大阪,●,1,3,2,4,-2,0,1,1,1,19
A,山形,●,0,2,2,6,-4,0,1,2,1,21
H,富山,○,1,0,3,6,-3,1,1,2,4,19
A,松本,△,1,1,4,7,-3,1,2,2,5,20
H,鳥取,○,3,1,7,8,-1,2,2,2,8,13
A,徳島,○,2,1,9,9,0,3,2,2,11,9
H,熊本,○,1,0,10,9,1,4,2,2,14,4
A,横浜FC,○,2,1,12,10,2,5,2,2,17,3
H,札幌,△,0,0,12,10,2,5,3,2,18,4
A,愛媛,○,2,0,14,10,4,6,3,2,21,3
H,北九州,○,1,0,15,10,5,7,3,2,24,3
A,水戸,△,0,0,15,10,5,7,4,2,25,2
A,栃木,△,2,2,17,12,5,7,5,2,26,3
H,京都,●,0,1,17,13,4,7,5,3,26,6
H,千葉,○,2,1,19,14,5,8,5,3,29,3
A,群馬,○,2,1,21,15,6,9,5,3,32,3
A,岐阜,●,1,2,22,17,5,9,5,4,32,3
H,東京Ｖ,○,2,1,24,18,6,10,5,4,35,3
A,神戸,●,0,2,24,20,4,10,5,5,35,3
H,福岡,△,0,0,24,20,4,10,6,5,36,3
A,北九州,○,2,1,26,21,5,11,6,5,39,3
H,山形,○,2,1,28,22,6,12,6,5,42,3
H,群馬,○,1,0,29,22,7,13,6,5,45,3
A,富山,△,1,1,30,23,7,13,7,5,46,4
H,水戸,●,0,2,30,25,5,13,7,6,46,5
H,愛媛,△,1,1,31,26,5,13,8,6,47,5
A,東京Ｖ,●,1,2,32,28,4,13,8,7,47,5
A,福岡,●,1,2,33,30,3,13,8,8,47,6
H,横浜FC,○,2,0,35,30,5,14,8,8,50,5
A,鳥取,○,3,0,38,30,8,15,8,8,53,3
A,Ｇ大阪,○,2,1,40,31,9,16,8,8,56,3
H,神戸,●,0,2,40,33,7,16,8,9,56,4
A,札幌,●,0,1,40,34,6,16,8,10,56,5
A,京都,●,0,2,40,36,4,16,8,11,56,5
H,岡山,△,1,1,41,37,4,16,9,11,57,6
H,岐阜,○,3,0,44,37,7,17,9,11,60,6
A,熊本,●,0,1,44,38,6,17,9,12,60,5
H,栃木,○,2,0,46,38,8,18,9,12,63,5
A,千葉,○,2,0,48,38,10,19,9,12,66,4
H,松本,●,0,1,48,39,9,19,9,13,66,4
H,徳島,●,0,1,48,40,8,19,9,14,66,6
