H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,札幌,●,0,1,0,1,-1,0,0,1,0,17
A,熊本,○,3,0,3,1,2,1,0,1,3,9
A,栃木,△,0,0,3,1,2,1,1,1,4,8
H,鳥取,△,1,1,4,2,2,1,2,1,5,10
A,Ｇ大阪,△,1,1,5,3,2,1,3,1,6,11
H,北九州,○,6,1,11,4,7,2,3,1,9,7
A,群馬,○,2,0,13,4,9,3,3,1,12,3
H,岡山,△,0,0,13,4,9,3,4,1,13,5
A,水戸,●,0,2,13,6,7,3,4,2,13,10
H,福岡,△,1,1,14,7,7,3,5,2,14,10
A,京都,△,3,3,17,10,7,3,6,2,15,9
H,愛媛,○,2,0,19,10,9,4,6,2,18,8
A,岐阜,○,1,0,20,10,10,5,6,2,21,6
H,富山,○,3,2,23,12,11,6,6,2,24,4
H,松本,○,1,0,24,12,12,7,6,2,27,3
A,長崎,●,1,2,25,14,11,7,6,3,27,6
H,山形,●,1,3,26,17,9,7,6,4,27,6
A,神戸,△,2,2,28,19,9,7,7,4,28,6
H,横浜FC,△,1,1,29,20,9,7,8,4,29,6
A,徳島,○,2,1,31,21,10,8,8,4,32,6
H,東京Ｖ,○,2,1,33,22,11,9,8,4,35,5
A,富山,○,2,1,35,23,12,10,8,4,38,5
H,Ｇ大阪,○,3,0,38,23,15,11,8,4,41,5
A,山形,○,3,0,41,23,18,12,8,4,44,4
A,愛媛,○,1,0,42,23,19,13,8,4,47,3
H,徳島,●,1,2,43,25,18,13,8,5,47,3
H,水戸,○,2,0,45,25,20,14,8,5,50,3
A,北九州,●,0,1,45,26,19,14,8,6,50,3
A,松本,●,2,3,47,29,18,14,8,7,50,3
H,群馬,△,2,2,49,31,18,14,9,7,51,3
H,岐阜,△,1,1,50,32,18,14,10,7,52,4
A,福岡,○,4,3,54,35,19,15,10,7,55,4
H,京都,●,1,2,55,37,18,15,10,8,55,5
A,東京Ｖ,●,0,1,55,38,17,15,10,9,55,6
A,岡山,●,0,3,55,41,14,15,10,10,55,6
H,神戸,○,2,1,57,42,15,16,10,10,58,5
H,熊本,○,6,0,63,42,21,17,10,10,61,4
A,横浜FC,○,2,1,65,43,22,18,10,10,64,4
A,札幌,●,0,1,65,44,21,18,10,11,64,4
H,長崎,●,0,2,65,46,19,18,10,12,64,5
H,栃木,△,1,1,66,47,19,18,11,12,65,5
A,鳥取,△,2,2,68,49,19,18,12,12,66,5
