H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,福岡,●,0,1,0,1,-1,0,0,1,0,17
A,京都,△,0,0,0,1,-1,0,1,1,1,18
H,岡山,△,1,1,1,2,-1,0,2,1,2,19
A,北九州,△,1,1,2,3,-1,0,3,1,3,20
H,熊本,△,1,1,3,4,-1,0,4,1,4,21
H,岐阜,○,3,0,6,4,2,1,4,1,7,14
A,Ｇ大阪,△,0,0,6,4,2,1,5,1,8,13
H,鳥取,○,3,0,9,4,5,2,5,1,11,7
H,山形,○,2,0,11,4,7,3,5,1,14,5
A,富山,△,1,1,12,5,7,3,6,1,15,10
H,横浜FC,●,1,3,13,8,5,3,6,2,15,12
A,群馬,○,1,0,14,8,6,4,6,2,18,10
H,神戸,○,2,1,16,9,7,5,6,2,21,8
A,松本/10節,△,0,0,16,9,7,5,7,2,22,8
A,札幌,△,1,1,17,10,7,5,8,2,23,8
A,徳島,●,1,2,18,12,6,5,8,3,23,9
H,愛媛,○,2,1,20,13,7,6,8,3,26,8
H,水戸,△,0,0,20,13,7,6,9,3,27,7
A,長崎,●,1,2,21,15,6,6,9,4,27,9
H,栃木,△,3,3,24,18,6,6,10,4,28,11
A,千葉,●,1,2,25,20,5,6,10,5,28,11
H,京都,●,0,5,25,25,0,6,10,6,28,14
A,鳥取,△,1,1,26,26,0,6,11,6,29,15
H,札幌,○,2,1,28,27,1,7,11,6,32,14
A,横浜FC,○,3,2,31,29,2,8,11,6,35,10
H,Ｇ大阪,△,3,3,34,32,2,8,12,6,36,11
A,福岡,○,3,2,37,34,3,9,12,6,39,8
H,長崎,○,2,1,39,35,4,10,12,6,42,7
A,岡山,●,0,2,39,37,2,10,12,7,42,9
A,神戸,●,1,2,40,39,1,10,12,8,42,12
H,松本,●,1,3,41,42,-1,10,12,9,42,13
A,岐阜,○,2,1,43,43,0,11,12,9,45,11
A,熊本,●,1,2,44,45,-1,11,12,10,45,11
H,千葉,○,1,0,45,45,0,12,12,10,48,11
H,群馬,○,2,1,47,46,1,13,12,10,51,10
A,愛媛,●,0,4,47,50,-3,13,12,11,51,11
A,栃木,●,2,4,49,54,-5,13,12,12,51,12
H,北九州,○,1,0,50,54,-4,14,12,12,54,11
H,富山,●,1,2,51,56,-5,14,12,13,54,12
A,水戸,●,0,1,51,57,-6,14,12,14,54,12
H,徳島,△,1,1,52,58,-6,14,13,14,55,14
A,山形,△,0,0,52,58,-6,14,14,14,56,13
