H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,神戸,●,0,1,0,1,-1,0,0,1,0,17
A,横浜FC,△,2,2,2,3,-1,0,1,1,1,16
H,北九州,●,1,2,3,5,-2,0,1,2,1,20
H,福岡,○,2,1,5,6,-1,1,1,2,4,16
A,岐阜,○,1,0,6,6,0,2,1,2,7,10
A,京都,○,2,1,8,7,1,3,1,2,10,5
H,長崎,●,1,2,9,9,0,3,1,3,10,11
A,札幌,●,1,2,10,11,-1,3,1,4,10,14
H,栃木,●,0,1,10,12,-2,3,1,5,10,16
H,愛媛,○,3,2,13,14,-1,4,1,5,13,14
A,群馬,●,1,4,14,18,-4,4,1,6,13,16
A,鳥取,○,1,0,15,18,-3,5,1,6,16,11
H,熊本,●,0,3,15,21,-6,5,1,7,16,17
H,水戸,○,3,1,18,22,-4,6,1,7,19,13
A,岡山,●,0,2,18,24,-6,6,1,8,19,14
H,東京Ｖ,○,2,1,20,25,-5,7,1,8,22,13
A,富山,●,1,2,21,27,-6,7,1,9,22,14
A,山形,△,2,2,23,29,-6,7,2,9,23,14
H,松本,○,2,0,25,29,-4,8,2,9,26,13
H,千葉,●,1,2,26,31,-5,8,2,10,26,14
A,Ｇ大阪,●,0,2,26,33,-7,8,2,11,26,15
H,札幌,○,1,0,27,33,-6,9,2,11,29,13
A,北九州,○,2,0,29,33,-4,10,2,11,32,12
A,愛媛,○,2,0,31,33,-2,11,2,11,35,8
H,群馬,○,4,1,35,34,1,12,2,11,38,7
A,千葉,○,2,1,37,35,2,13,2,11,41,6
H,岐阜,○,3,1,40,36,4,14,2,11,44,6
A,松本,△,0,0,40,36,4,14,3,11,45,6
H,富山,○,2,0,42,36,6,15,3,11,48,4
A,熊本,○,1,0,43,36,7,16,3,11,51,4
H,京都,△,1,1,44,37,7,16,4,11,52,5
A,栃木,○,1,0,45,37,8,17,4,11,55,5
H,山形,△,2,2,47,39,8,17,5,11,56,3
A,神戸,●,2,3,49,42,7,17,5,12,56,4
H,鳥取,○,2,1,51,43,8,18,5,12,59,4
A,水戸,△,0,0,51,43,8,18,6,12,60,4
H,横浜FC,●,0,1,51,44,7,18,6,13,60,5
H,Ｇ大阪,●,1,5,52,49,3,18,6,14,60,6
A,福岡,●,0,1,52,50,2,18,6,15,60,6
H,岡山,○,2,0,54,50,4,19,6,15,63,6
A,東京Ｖ,△,1,1,55,51,4,19,7,15,64,6
A,長崎,○,1,0,56,51,5,20,7,15,67,4
