H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,岐阜,○,2,0,2,0,2,3,2
H,徳島,△,2,2,4,2,2,4,4
A,Ｇ大阪,△,0,0,4,2,2,5,6
A,群馬,●,0,1,4,3,1,5,11
H,岡山,●,0,1,4,4,0,5,15
A,山形,●,1,5,5,9,-4,5,20
H,熊本,△,0,0,5,9,-4,6,20
A,京都,○,1,0,6,9,-3,9,18
H,長崎,●,1,2,7,11,-4,9,18
H,神戸,●,1,2,8,13,-5,9,18
A,水戸,△,2,2,10,15,-5,10,19
A,東京Ｖ,○,3,1,13,16,-3,13,16
H,福岡,●,0,1,13,17,-4,13,18
H,愛媛,△,0,0,13,17,-4,14,18
A,北九州,△,1,1,14,18,-4,15,18
A,栃木,△,0,0,14,18,-4,16,17
H,札幌,●,0,2,14,20,-6,16,19
H,鳥取,○,2,1,16,21,-5,19,18
A,千葉,△,1,1,17,22,-5,20,17
H,富山,○,2,1,19,23,-4,23,15
A,松本,○,1,0,20,23,-3,26,13
H,栃木,○,3,1,23,24,-1,29,11
A,岡山,△,0,0,23,24,-1,30,13
A,鳥取,△,0,0,23,24,-1,31,15
H,東京Ｖ,●,2,3,25,27,-2,31,15
A,神戸,●,0,1,25,28,-3,31,15
H,北九州,●,1,2,26,30,-4,31,15
A,札幌,●,0,2,26,32,-6,31,15
H,京都,○,1,0,27,32,-5,34,15
A,長崎,●,0,2,27,34,-7,34,15
H,Ｇ大阪,△,2,2,29,36,-7,35,15
H,群馬,○,2,0,31,36,-5,38,15
A,福岡,○,5,1,36,37,-1,41,15
A,愛媛,○,1,0,37,37,0,44,14
H,山形,△,1,1,38,38,0,45,15
A,徳島,○,1,0,39,38,1,48,13
H,岐阜/35節,△,2,2,41,40,1,49,13
H,千葉,●,1,2,42,42,0,49,13
H,松本,●,1,3,43,45,-2,49,14
A,富山,○,1,0,44,45,-1,52,13
A,熊本,○,1,0,45,45,0,55,12
H,水戸,○,4,1,49,46,3,58,11
