H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,徳島,●,0,1,0,1,-1,0,0,1,0,16
H,大分,○,1,0,1,1,0,1,0,1,3,13
H,水戸,○,4,0,5,1,4,2,0,1,6,4
A,山口,○,2,0,7,1,6,3,0,1,9,3
H,岐阜,○,1,0,8,1,7,4,0,1,12,2
A,岡山,○,1,0,9,1,8,5,0,1,15,1
H,湘南,●,2,3,11,4,7,5,0,2,15,3
A,山形,●,0,1,11,5,6,5,0,3,15,3
H,群馬,○,3,1,14,6,8,6,0,3,18,1
A,福岡,●,0,1,14,7,7,6,0,4,18,4
H,金沢,○,2,1,16,8,8,7,0,4,21,4
H,横浜FC,△,1,1,17,9,8,7,1,4,22,4
A,讃岐,△,0,0,17,9,8,7,2,4,23,4
H,千葉,○,3,0,20,9,11,8,2,4,26,4
H,京都,●,1,2,21,11,10,8,2,5,26,5
A,長崎,●,0,1,21,12,9,8,2,6,26,6
A,松本,△,1,1,22,13,9,8,3,6,27,6
H,名古屋,○,2,1,24,14,10,9,3,6,30,6
H,愛媛,△,3,3,27,17,10,9,4,6,31,6
A,町田,○,4,2,31,19,12,10,4,6,34,3
A,熊本,●,0,4,31,23,8,10,4,7,34,5
H,岡山,△,1,1,32,24,8,10,5,7,35,5
A,湘南,●,0,2,32,26,6,10,5,8,35,7
H,讃岐,△,3,3,35,29,6,10,6,8,36,9
A,水戸,●,2,3,37,32,5,10,6,9,36,11
A,金沢,△,0,0,37,32,5,10,7,9,37,13
H,熊本,○,1,0,38,32,6,11,7,9,40,11
A,大分,○,2,0,40,32,8,12,7,9,43,6
H,長崎,○,2,1,42,33,9,13,7,9,46,6
A,愛媛,○,3,0,45,33,12,14,7,9,49,6
A,千葉,△,2,2,47,35,12,14,8,9,50,6
H,松本,●,1,2,48,37,11,14,8,10,50,9
A,横浜FC,△,1,1,49,38,11,14,9,10,51,8
A,名古屋,●,1,4,50,42,8,14,9,11,51,9
H,町田,○,3,1,53,43,10,15,9,11,54,9
H,山形,○,3,1,56,44,12,16,9,11,57,7
H,町田,○,2,1,58,45,13,17,9,11,60,7
A,岐阜,○,2,1,60,46,14,18,9,11,63,5
H,福岡,△,0,0,60,46,14,18,10,11,64,6
H,山口,●,1,2,61,48,13,18,10,12,64,7
A,京都,○,1,0,62,48,14,19,10,12,67,6
H,徳島,○,2,1,64,49,15,20,10,12,70,5
