H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,東京Ｖ,○,1,0,1,0,1,1,0,0,3,6
A,京都,●,0,1,1,1,0,1,0,1,3,13
H,長崎,○,3,1,4,2,2,2,0,1,6,5
A,大分,○,1,0,5,2,3,3,0,1,9,4
A,横浜FC,○,2,0,7,2,5,4,0,1,12,3
H,松本,●,0,2,7,4,3,4,0,2,12,5
A,山口,△,1,1,8,5,3,4,1,2,13,7
H,名古屋,△,2,2,10,7,3,4,2,2,14,4
A,町田,○,1,0,11,7,4,5,2,2,17,4
A,千葉,●,0,2,11,9,2,5,2,3,17,7
H,福岡,○,2,1,13,10,3,6,2,3,20,5
A,岡山,●,2,3,15,13,2,6,2,4,20,7
H,岐阜,△,1,1,16,14,2,6,3,4,21,7
H,金沢,△,1,1,17,15,2,6,4,4,22,9
A,水戸,△,1,1,18,16,2,6,5,4,23,9
H,讃岐,△,1,1,19,17,2,6,6,4,24,9
A,群馬,○,2,0,21,17,4,7,6,4,27,7
H,湘南,●,0,1,21,18,3,7,6,5,27,10
H,熊本,○,3,0,24,18,6,8,6,5,30,10
A,山形,○,6,1,30,19,11,9,6,5,33,6
H,愛媛,○,4,1,34,20,14,10,6,5,36,3
A,名古屋,○,2,0,36,20,16,11,6,5,39,3
H,京都,△,1,1,37,21,16,11,7,5,40,4
A,福岡,○,1,0,38,21,17,12,7,5,43,3
A,湘南,●,0,2,38,23,15,12,7,6,43,3
H,千葉,●,0,1,38,24,14,12,7,7,43,4
H,横浜FC,△,2,2,40,26,14,12,8,7,44,4
A,金沢,○,4,0,44,26,18,13,8,7,47,4
H,山口,○,5,0,49,26,23,14,8,7,50,4
H,山形,△,1,1,50,27,23,14,9,7,51,4
A,松本,●,1,3,51,30,21,14,9,8,51,5
A,長崎,●,1,2,52,32,20,14,9,9,51,7
H,岡山,△,3,3,55,35,20,14,10,9,52,7
H,町田,△,2,2,57,37,20,14,11,9,53,7
A,讃岐,△,0,0,57,37,20,14,12,9,54,8
H,群馬,○,4,1,61,38,23,15,12,9,57,6
A,讃岐,○,2,0,63,38,25,16,12,9,60,6
A,熊本,△,1,1,64,39,25,16,13,9,61,6
H,水戸,●,2,3,66,42,24,16,13,10,61,7
A,愛媛,○,3,1,69,43,26,17,13,10,64,6
H,大分,○,1,0,70,43,27,18,13,10,67,5
A,東京Ｖ,●,1,2,71,45,26,18,13,11,67,7
