H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,熊本,●,1,2,1,2,-1,0,0,1,0,13
H,町田,△,2,2,3,4,-1,0,1,1,1,16
H,愛媛,△,2,2,5,6,-1,0,2,1,2,16
A,山形,△,0,0,5,6,-1,0,3,1,3,16
A,山口,●,0,1,5,7,-2,0,3,2,3,18
H,湘南,○,3,0,8,7,1,1,3,2,6,14
A,名古屋,●,1,2,9,9,0,1,3,3,6,18
H,岡山,△,1,1,10,10,0,1,4,3,7,19
H,岐阜,●,1,3,11,13,-2,1,4,4,7,21
A,松本,●,0,4,11,17,-6,1,4,5,7,21
H,千葉,△,1,1,12,18,-6,1,5,5,8,20
A,京都,●,0,1,12,19,-7,1,5,6,8,21
H,東京Ｖ,△,0,0,12,19,-7,1,6,6,9,21
A,横浜FC,●,1,2,13,21,-8,1,6,7,9,21
H,群馬,●,1,2,14,23,-9,1,6,8,9,22
A,徳島,△,1,1,15,24,-9,1,7,8,10,21
A,福岡,●,1,3,16,27,-11,1,7,9,10,21
H,金沢,○,1,0,17,27,-10,2,7,9,13,20
A,大分,●,1,2,18,29,-11,2,7,10,13,20
A,水戸,●,1,2,19,31,-12,2,7,11,13,20
H,長崎,●,0,1,19,32,-13,2,7,12,13,20
A,千葉,●,3,4,22,36,-14,2,7,13,13,21
H,山口,●,1,3,23,39,-16,2,7,14,13,21
A,東京Ｖ,△,3,3,26,42,-16,2,8,14,14,21
H,大分,●,0,1,26,43,-17,2,8,15,14,21
H,水戸,○,2,0,28,43,-15,3,8,15,17,21
A,群馬,○,2,1,30,44,-14,4,8,15,20,20
H,横浜FC,○,1,0,31,44,-13,5,8,15,23,20
A,岐阜,○,1,0,32,44,-12,6,8,15,26,20
A,金沢,○,2,1,34,45,-11,7,8,15,29,19
H,福岡,△,2,2,36,47,-11,7,9,15,30,18
H,熊本,△,0,0,36,47,-11,7,10,15,31,18
A,湘南,●,0,1,36,48,-12,7,10,16,31,19
A,岡山,○,1,0,37,48,-11,8,10,16,34,18
H,徳島,△,0,0,37,48,-11,8,11,16,35,19
H,京都,●,0,4,37,52,-15,8,11,17,35,20
H,徳島,●,1,2,38,54,-16,8,11,18,35,20
H,山形,△,0,0,38,54,-16,8,12,18,36,20
A,町田,△,1,1,39,55,-16,8,13,18,37,19
H,松本,△,1,1,40,56,-16,8,14,18,38,19
A,長崎,●,1,3,41,59,-18,8,14,19,38,19
H,名古屋,●,0,2,41,61,-20,8,14,20,38,19
