H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,熊本,●,1,2,1,2,-1,0,13
H,町田,△,2,2,3,4,-1,1,16
H,愛媛,△,2,2,5,6,-1,2,16
A,山形,△,0,0,5,6,-1,3,16
A,山口,●,0,1,5,7,-2,3,18
H,湘南,○,3,0,8,7,1,6,14
A,名古屋,●,1,2,9,9,0,6,18
H,岡山,△,1,1,10,10,0,7,19
H,岐阜,●,1,3,11,13,-2,7,21
A,松本,●,0,4,11,17,-6,7,21
H,千葉,△,1,1,12,18,-6,8,20
A,京都,●,0,1,12,19,-7,8,21
H,東京Ｖ,△,0,0,12,19,-7,9,21
A,横浜FC,●,1,2,13,21,-8,9,21
H,群馬,●,1,2,14,23,-9,9,22
A,徳島,△,1,1,15,24,-9,10,21
A,福岡,●,1,3,16,27,-11,10,21
H,金沢,○,1,0,17,27,-10,13,20
A,大分,●,1,2,18,29,-11,13,20
A,水戸,●,1,2,19,31,-12,13,20
H,長崎,●,0,1,19,32,-13,13,20
A,千葉,●,3,4,22,36,-14,13,21
H,山口,●,1,3,23,39,-16,13,21
A,東京Ｖ,△,3,3,26,42,-16,14,21
H,大分,●,0,1,26,43,-17,14,21
H,水戸,○,2,0,28,43,-15,17,21
A,群馬,○,2,1,30,44,-14,20,20
H,横浜FC,○,1,0,31,44,-13,23,20
A,岐阜,○,1,0,32,44,-12,26,20
A,金沢,○,2,1,34,45,-11,29,19
H,福岡,△,2,2,36,47,-11,30,18
H,熊本,△,0,0,36,47,-11,31,18
A,湘南,●,0,1,36,48,-12,31,19
A,岡山,○,1,0,37,48,-11,34,18
H,徳島,△,0,0,37,48,-11,35,19
H,京都,●,0,4,37,52,-15,35,20
H,徳島,●,1,2,38,54,-16,35,20
H,山形,△,0,0,38,54,-16,36,20
A,町田,△,1,1,39,55,-16,37,19
H,松本,△,1,1,40,56,-16,38,19
A,長崎,●,1,3,41,59,-18,38,19
H,名古屋,●,0,2,41,61,-20,38,19
