H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,横浜FC,●,0,1,0,1,-1,0,16
A,愛媛,△,0,0,0,1,-1,1,19
A,岐阜,○,1,0,1,1,0,4,13
H,千葉,○,3,1,4,2,2,7,7
H,名古屋,●,1,2,5,4,1,7,10
A,徳島,○,2,0,7,4,3,10,8
H,長崎,○,3,0,10,4,6,13,5
A,熊本,●,0,2,10,6,4,13,7
A,京都,△,1,1,11,7,4,14,8
H,讃岐,○,4,0,15,7,8,17,6
A,大分,△,0,0,15,7,8,18,7
H,福岡,●,0,1,15,8,7,18,9
H,町田,△,1,1,16,9,7,19,10
A,山形,●,0,1,16,10,6,19,10
H,湘南,●,1,2,17,12,5,19,14
A,金沢,○,4,0,21,12,9,22,12
H,東京Ｖ,△,1,1,22,13,9,23,13
H,水戸,●,0,1,22,14,8,23,15
A,群馬,○,2,0,24,14,10,26,12
H,岡山,△,1,1,25,15,10,27,12
A,山口,○,2,1,27,16,11,30,12
H,横浜FC,○,3,1,30,17,13,33,8
A,長崎,●,0,1,30,18,12,33,11
H,愛媛,○,2,1,32,19,13,36,8
H,金沢,○,4,0,36,19,17,39,8
A,湘南,●,1,2,37,21,16,39,9
A,名古屋,●,2,5,39,26,13,39,13
H,山形,○,3,2,42,28,14,42,8
A,岡山,△,0,0,42,28,14,43,8
A,町田,○,2,1,44,29,15,46,8
H,徳島,○,3,1,47,30,17,49,7
A,東京Ｖ,○,2,1,49,31,18,52,5
H,群馬,○,3,0,52,31,21,55,4
H,山口,●,2,3,54,34,20,55,6
A,水戸,○,1,0,55,34,21,58,5
H,熊本,○,1,0,56,34,22,61,5
A,水戸,●,1,5,57,39,18,61,5
H,大分,●,0,2,57,41,16,61,7
H,岐阜,○,2,1,59,42,17,64,5
A,讃岐,△,1,1,60,43,17,65,5
A,福岡,△,1,1,61,44,17,66,7
H,京都,●,0,1,61,45,16,66,8
