H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,福岡,○,2,1,2,1,1,1,0,0,3,3
A,東京Ｖ,●,0,1,2,2,0,1,0,1,3,11
H,山口,○,2,0,4,2,2,2,0,1,6,5
H,徳島,●,0,1,4,3,1,2,0,2,6,10
A,熊本,○,1,0,5,3,2,3,0,2,9,8
H,愛媛,△,1,1,6,4,2,3,1,2,10,9
A,山形,●,2,3,8,7,1,3,1,3,10,9
H,金沢,○,1,0,9,7,2,4,1,3,13,9
A,湘南,○,1,0,10,7,3,5,1,3,16,6
H,京都,●,1,3,11,10,1,5,1,4,16,9
H,松本,△,0,0,11,10,1,5,2,4,17,10
A,岐阜,○,2,1,13,11,2,6,2,4,20,8
H,名古屋,○,4,1,17,12,5,7,2,4,23,5
A,長崎,●,1,2,18,14,4,7,2,5,23,7
A,町田,△,2,2,20,16,4,7,3,5,24,6
H,岡山,△,1,1,21,17,4,7,4,5,25,7
A,水戸,●,0,2,21,19,2,7,4,6,25,11
H,横浜FC,△,2,2,23,21,2,7,5,6,26,11
H,讃岐,○,2,1,25,22,3,8,5,6,29,11
A,群馬,○,4,0,29,22,7,9,5,6,32,8
A,千葉,●,1,4,30,26,4,9,5,7,32,9
H,湘南,△,0,0,30,26,4,9,6,7,33,10
A,愛媛,△,2,2,32,28,4,9,7,7,34,9
H,水戸,△,0,0,32,28,4,9,8,7,35,13
A,讃岐,○,1,0,33,28,5,10,8,7,38,10
A,横浜FC,○,2,1,35,29,6,11,8,7,41,7
H,町田,●,1,3,36,32,4,11,8,8,41,9
H,東京Ｖ,●,0,2,36,34,2,11,8,9,41,12
A,京都,△,2,2,38,36,2,11,9,9,42,12
A,山口,○,3,2,41,38,3,12,9,9,45,10
H,群馬,○,1,0,42,38,4,13,9,9,48,9
A,名古屋,○,1,0,43,38,5,14,9,9,51,8
H,長崎,●,1,2,44,40,4,14,9,10,51,9
A,金沢,△,1,1,45,41,4,14,10,10,52,8
A,岡山,○,3,0,48,41,7,15,10,10,55,7
H,岐阜,△,3,3,51,44,7,15,11,10,56,9
A,岡山,△,1,1,52,45,7,15,12,10,57,9
A,松本,○,2,0,54,45,9,16,12,10,60,8
H,千葉,●,1,2,55,47,8,16,12,11,60,8
H,山形,△,1,1,56,48,8,16,13,11,61,10
A,徳島,●,0,1,56,49,7,16,13,12,61,10
H,熊本,○,2,1,58,50,8,17,13,12,64,9
