H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,福岡,○,2,1,2,1,1,3,3
A,東京Ｖ,●,0,1,2,2,0,3,11
H,山口,○,2,0,4,2,2,6,5
H,徳島,●,0,1,4,3,1,6,10
A,熊本,○,1,0,5,3,2,9,8
H,愛媛,△,1,1,6,4,2,10,9
A,山形,●,2,3,8,7,1,10,9
H,金沢,○,1,0,9,7,2,13,9
A,湘南,○,1,0,10,7,3,16,6
H,京都,●,1,3,11,10,1,16,9
H,松本,△,0,0,11,10,1,17,10
A,岐阜,○,2,1,13,11,2,20,8
H,名古屋,○,4,1,17,12,5,23,5
A,長崎,●,1,2,18,14,4,23,7
A,町田,△,2,2,20,16,4,24,6
H,岡山,△,1,1,21,17,4,25,7
A,水戸,●,0,2,21,19,2,25,11
H,横浜FC,△,2,2,23,21,2,26,11
H,讃岐,○,2,1,25,22,3,29,11
A,群馬,○,4,0,29,22,7,32,8
A,千葉,●,1,4,30,26,4,32,9
H,湘南,△,0,0,30,26,4,33,10
A,愛媛,△,2,2,32,28,4,34,9
H,水戸,△,0,0,32,28,4,35,13
A,讃岐,○,1,0,33,28,5,38,10
A,横浜FC,○,2,1,35,29,6,41,7
H,町田,●,1,3,36,32,4,41,9
H,東京Ｖ,●,0,2,36,34,2,41,12
A,京都,△,2,2,38,36,2,42,12
A,山口,○,3,2,41,38,3,45,10
H,群馬,○,1,0,42,38,4,48,9
A,名古屋,○,1,0,43,38,5,51,8
H,長崎,●,1,2,44,40,4,51,9
A,金沢,△,1,1,45,41,4,52,8
A,岡山,○,3,0,48,41,7,55,7
H,岐阜,△,3,3,51,44,7,56,9
A,岡山,△,1,1,52,45,7,57,9
A,松本,○,2,0,54,45,9,60,8
H,千葉,●,1,2,55,47,8,60,8
H,山形,△,1,1,56,48,8,61,10
A,徳島,●,0,1,56,49,7,61,10
H,熊本,○,2,1,58,50,8,64,9
