H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,町田,○,1,0,1,0,1,1,0,0,3,6
H,山形,△,1,1,2,1,1,1,1,0,4,6
H,名古屋,○,2,0,4,1,3,2,1,0,7,1
A,松本,●,1,3,5,4,1,2,1,1,7,8
A,湘南,●,0,2,5,6,-1,2,1,2,7,12
H,京都,△,2,2,7,8,-1,2,2,2,8,10
H,群馬,△,1,1,8,9,-1,2,3,2,9,13
A,山口,○,1,0,9,9,0,3,3,2,12,12
A,横浜FC,●,0,4,9,13,-4,3,3,3,12,15
H,徳島,○,2,0,11,13,-2,4,3,3,15,12
A,讃岐,△,1,1,12,14,-2,4,4,3,16,11
A,金沢,●,1,2,13,16,-3,4,4,4,16,14
H,長崎,○,5,0,18,16,2,5,4,4,19,12
A,東京Ｖ,●,0,3,18,19,-1,5,4,5,19,12
H,熊本,△,1,1,19,20,-1,5,5,5,20,13
H,愛媛,○,4,2,23,22,1,6,5,5,23,11
A,岡山,●,1,2,24,24,0,6,5,6,23,14
H,福岡,△,0,0,24,24,0,6,6,6,24,14
A,水戸,●,1,3,25,27,-2,6,6,7,24,15
A,岐阜,○,6,4,31,31,0,7,6,7,27,13
H,大分,○,4,1,35,32,3,8,6,7,30,13
H,讃岐,○,4,3,39,35,4,9,6,7,33,9
A,熊本,●,0,1,39,36,3,9,6,8,33,12
H,金沢,○,2,0,41,36,5,10,6,8,36,10
A,愛媛,●,0,1,41,37,4,10,6,9,36,12
A,徳島,○,1,0,42,37,5,11,6,9,39,10
H,山口,○,2,1,44,38,6,12,6,9,42,7
H,湘南,●,0,1,44,39,5,12,6,10,42,10
A,山形,△,2,2,46,41,5,12,7,10,43,9
H,岐阜,●,1,3,47,44,3,12,7,11,43,12
H,東京Ｖ,△,2,2,49,46,3,12,8,11,44,12
A,群馬,●,0,2,49,48,1,12,8,12,44,13
H,水戸,○,2,1,51,49,2,13,8,12,47,11
A,長崎,●,1,2,52,51,1,13,8,13,47,12
A,京都,●,0,2,52,53,-1,13,8,14,47,12
H,岡山,○,3,1,55,54,1,14,8,14,50,10
A,京都,○,5,1,60,55,5,15,8,14,53,10
A,福岡,○,1,0,61,55,6,16,8,14,56,10
A,大分,○,2,1,63,56,7,17,8,14,59,10
H,町田,○,2,1,65,57,8,18,8,14,62,9
A,名古屋,○,3,0,68,57,11,19,8,14,65,8
H,横浜FC,○,2,1,70,58,12,20,8,14,68,6
