H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,京都,○,2,1,2,1,1,1,0,0,3,3
A,千葉,△,1,1,3,2,1,1,1,0,4,4
A,熊本,△,1,1,4,3,1,1,2,0,5,8
H,讃岐,△,0,0,4,3,1,1,3,0,6,10
H,福岡,△,0,0,4,3,1,1,4,0,7,11
A,長崎,●,0,2,4,5,-1,1,4,1,7,13
H,大分,○,3,2,7,7,0,2,4,1,10,10
H,東京Ｖ,○,1,0,8,7,1,3,4,1,13,10
A,岡山,●,1,2,9,9,0,3,4,2,13,10
A,愛媛,●,0,2,9,11,-2,3,4,3,13,14
H,水戸,△,0,0,9,11,-2,3,5,3,14,15
H,名古屋,△,0,0,9,11,-2,3,6,3,15,16
A,金沢,△,1,1,10,12,-2,3,7,3,16,16
H,松本,○,1,0,11,12,-1,4,7,3,19,13
H,山口,○,3,2,14,14,0,5,7,3,22,10
A,湘南,○,1,0,15,14,1,6,7,3,25,8
A,岐阜,△,1,1,16,15,1,6,8,3,26,9
H,群馬,○,1,0,17,15,2,7,8,3,29,8
A,横浜FC,○,1,0,18,15,3,8,8,3,32,5
H,徳島,●,1,6,19,21,-2,8,8,4,32,10
H,町田,●,1,3,20,24,-4,8,8,5,32,10
A,山口,●,0,2,20,26,-6,8,8,6,32,12
A,名古屋,●,0,1,20,27,-7,8,8,7,32,15
H,湘南,○,3,0,23,27,-4,9,8,7,35,14
A,福岡,●,0,2,23,29,-6,9,8,8,35,16
A,群馬,○,1,0,24,29,-5,10,8,8,38,12
H,金沢,○,2,1,26,30,-4,11,8,8,41,10
A,松本,●,2,3,28,33,-5,11,8,9,41,13
H,千葉,△,2,2,30,35,-5,11,9,9,42,13
A,徳島,△,1,1,31,36,-5,11,10,9,43,13
H,岡山,△,1,1,32,37,-5,11,11,9,44,13
H,京都,△,2,2,34,39,-5,11,12,9,45,12
A,町田,△,0,0,34,39,-5,11,13,9,46,12
H,熊本,●,0,1,34,40,-6,11,13,10,46,13
H,長崎,△,0,0,34,40,-6,11,14,10,47,13
A,東京Ｖ,●,1,3,35,43,-8,11,14,11,47,13
H,長崎,○,2,0,37,43,-6,12,14,11,50,12
A,讃岐,△,0,0,37,43,-6,12,15,11,51,13
H,愛媛,△,2,2,39,45,-6,12,16,11,52,13
A,大分,△,1,1,40,46,-6,12,17,11,53,13
A,水戸,○,1,0,41,46,-5,13,17,11,56,11
H,岐阜,○,4,1,45,47,-2,14,17,11,59,11
