H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,長崎,●,0,4,0,4,-4,0,0,1,0,22
A,湘南,●,1,3,1,7,-6,0,0,2,0,22
A,横浜FC,●,0,1,1,8,-7,0,0,3,0,22
H,町田,●,0,1,1,9,-8,0,0,4,0,22
H,岡山,●,1,2,2,11,-9,0,0,5,0,22
A,金沢,●,0,2,2,13,-11,0,0,6,0,22
A,千葉,△,1,1,3,14,-11,0,1,6,1,22
H,水戸,●,0,1,3,15,-12,0,1,7,1,22
A,東京Ｖ,●,1,3,4,18,-14,0,1,8,1,22
H,名古屋,●,1,4,5,22,-17,0,1,9,1,22
H,岐阜,●,0,2,5,24,-19,0,1,10,1,22
A,熊本,○,2,1,7,25,-18,1,1,10,4,22
H,愛媛,●,0,3,7,28,-21,1,1,11,4,22
H,山口,○,2,1,9,29,-20,2,1,11,7,22
A,讃岐,○,2,1,11,30,-19,3,1,11,10,21
A,福岡,○,3,1,14,31,-17,4,1,11,13,20
H,徳島,●,0,2,14,33,-19,4,1,12,13,20
A,山形,●,0,1,14,34,-20,4,1,13,13,21
H,松本,●,0,2,14,36,-22,4,1,14,13,21
H,大分,●,0,4,14,40,-26,4,1,15,13,22
A,京都,●,0,1,14,41,-27,4,1,16,13,22
A,町田,●,0,2,14,43,-29,4,1,17,13,22
H,福岡,●,1,3,15,46,-31,4,1,18,13,22
H,熊本,△,1,1,16,47,-31,4,2,18,14,22
A,岐阜,●,0,2,16,49,-33,4,2,19,14,22
H,山形,●,0,1,16,50,-34,4,2,20,14,22
H,讃岐,●,1,2,17,52,-35,4,2,21,14,22
A,山口,●,2,3,19,55,-36,4,2,22,14,22
H,金沢,△,1,1,20,56,-36,4,3,22,15,22
H,湘南,●,0,2,20,58,-38,4,3,23,15,22
A,大分,●,0,1,20,59,-39,4,3,24,15,22
H,千葉,○,2,0,22,59,-37,5,3,24,18,22
A,松本,●,0,3,22,62,-40,5,3,25,18,22
A,水戸,●,0,4,22,66,-44,5,3,26,18,22
H,横浜FC,△,1,1,23,67,-44,5,4,26,19,22
A,徳島,●,1,4,24,71,-47,5,4,27,19,22
H,横浜FC,●,1,2,25,73,-48,5,4,28,19,22
A,岡山,●,1,2,26,75,-49,5,4,29,19,22
A,名古屋,●,2,4,28,79,-51,5,4,30,19,22
H,京都,△,1,1,29,80,-51,5,5,30,20,22
A,愛媛,●,2,4,31,84,-53,5,5,31,20,22
H,長崎,●,1,4,32,88,-56,5,5,32,20,22
