H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,京都,○,2,1,2,1,1,3,3
A,千葉,△,1,1,3,2,1,4,4
A,熊本,△,1,1,4,3,1,5,8
H,讃岐,△,0,0,4,3,1,6,10
H,福岡,△,0,0,4,3,1,7,11
A,長崎,●,0,2,4,5,-1,7,13
H,大分,○,3,2,7,7,0,10,10
H,東京Ｖ,○,1,0,8,7,1,13,10
A,岡山,●,1,2,9,9,0,13,10
A,愛媛,●,0,2,9,11,-2,13,14
H,水戸,△,0,0,9,11,-2,14,15
H,名古屋,△,0,0,9,11,-2,15,16
A,金沢,△,1,1,10,12,-2,16,16
H,松本,○,1,0,11,12,-1,19,13
H,山口,○,3,2,14,14,0,22,10
A,湘南,○,1,0,15,14,1,25,8
A,岐阜,△,1,1,16,15,1,26,9
H,群馬,○,1,0,17,15,2,29,8
A,横浜FC,○,1,0,18,15,3,32,5
H,徳島,●,1,6,19,21,-2,32,10
H,町田,●,1,3,20,24,-4,32,10
A,山口,●,0,2,20,26,-6,32,12
A,名古屋,●,0,1,20,27,-7,32,15
H,湘南,○,3,0,23,27,-4,35,14
A,福岡,●,0,2,23,29,-6,35,16
A,群馬,○,1,0,24,29,-5,38,12
H,金沢,○,2,1,26,30,-4,41,10
A,松本,●,2,3,28,33,-5,41,13
H,千葉,△,2,2,30,35,-5,42,13
A,徳島,△,1,1,31,36,-5,43,13
H,岡山,△,1,1,32,37,-5,44,13
H,京都,△,2,2,34,39,-5,45,12
A,町田,△,0,0,34,39,-5,46,12
H,熊本,●,0,1,34,40,-6,46,13
H,長崎,△,0,0,34,40,-6,47,13
A,東京Ｖ,●,1,3,35,43,-8,47,13
H,長崎,○,2,0,37,43,-6,50,12
A,讃岐,△,0,0,37,43,-6,51,13
H,愛媛,△,2,2,39,45,-6,52,13
A,大分,△,1,1,40,46,-6,53,13
A,水戸,○,1,0,41,46,-5,56,11
H,岐阜,○,4,1,45,47,-2,59,11
