H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,熊本,●,1,2,1,2,-1,0,14
H,京都,○,1,0,2,2,0,3,9
H,愛媛,△,1,1,3,3,0,4,12
A,磐田,△,3,3,6,6,0,5,13
H,横浜FC,○,1,0,7,6,1,8,9
A,岐阜,○,2,1,9,7,2,11,7
H,長崎,●,2,5,11,12,-1,11,8
A,讃岐,△,1,1,12,13,-1,12,10
A,群馬,○,2,1,14,14,0,15,5
H,北九州,●,0,1,14,15,-1,15,10
H,大分,●,1,2,15,17,-2,15,15
A,岡山,△,1,1,16,18,-2,16,15
H,富山,○,2,1,18,19,-1,19,10
A,湘南,●,0,2,18,21,-3,19,12
H,山形,●,0,1,18,22,-4,19,16
A,札幌,△,1,1,19,23,-4,20,16
H,千葉,○,1,0,20,23,-3,23,13
A,東京Ｖ,○,5,0,25,23,2,26,10
A,水戸,○,2,1,27,24,3,29,8
H,栃木,○,2,0,29,24,5,32,5
A,松本,●,1,2,30,26,4,32,6
H,岡山,●,2,3,32,29,3,32,7
A,京都,●,1,3,33,32,1,32,9
H,湘南,△,0,0,33,32,1,33,10
A,愛媛,△,0,0,33,32,1,34,10
H,磐田,○,3,1,36,33,3,37,9
A,長崎,△,0,0,36,33,3,38,10
H,岐阜,○,1,0,37,33,4,41,7
A,横浜FC,●,0,2,37,35,2,41,9
A,北九州,○,5,3,42,38,4,44,7
H,水戸,●,0,1,42,39,3,44,9
A,大分,●,0,3,42,42,0,44,11
H,東京Ｖ,●,0,1,42,43,-1,44,12
A,富山,○,2,1,44,44,0,47,11
A,千葉,●,0,3,44,47,-3,47,11
H,讃岐,●,1,2,45,49,-4,47,11
H,群馬,△,1,1,46,50,-4,48,13
A,栃木,△,1,1,47,51,-4,49,12
H,松本,●,1,2,48,53,-5,49,13
A,山形,●,1,2,49,55,-6,49,15
H,札幌,△,2,2,51,57,-6,50,16
H,熊本,●,1,3,52,60,-8,50,16
