H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,岐阜,●,1,3,1,3,-2,0,0,1,0,18
H,磐田,●,1,4,2,7,-5,0,0,2,0,22
A,大分,●,0,1,2,8,-6,0,0,3,0,22
H,松本,●,0,5,2,13,-11,0,0,4,0,22
A,北九州,●,1,2,3,15,-12,0,0,5,0,22
H,栃木,●,0,1,3,16,-13,0,0,6,0,22
A,熊本,●,1,4,4,20,-16,0,0,7,0,22
H,福岡,△,1,1,5,21,-16,0,1,7,1,22
A,千葉,△,1,1,6,22,-16,0,2,7,2,21
H,横浜FC,●,0,1,6,23,-17,0,2,8,2,22
A,京都,●,1,4,7,27,-20,0,2,9,2,22
H,東京Ｖ,●,0,1,7,28,-21,0,2,10,2,22
A,群馬,●,0,1,7,29,-22,0,2,11,2,22
A,愛媛,●,0,2,7,31,-24,0,2,12,2,22
H,富山,○,2,1,9,32,-23,1,2,12,5,22
A,長崎,△,1,1,10,33,-23,1,3,12,6,21
H,札幌,○,1,0,11,33,-22,2,3,12,9,21
A,湘南,●,1,3,12,36,-24,2,3,13,9,21
H,山形,●,0,3,12,39,-27,2,3,14,9,21
H,水戸,△,0,0,12,39,-27,2,4,14,10,21
A,岡山,△,2,2,14,41,-27,2,5,14,11,21
A,富山,△,1,1,15,42,-27,2,6,14,12,21
H,岐阜,●,1,2,16,44,-28,2,6,15,12,21
A,磐田,●,2,4,18,48,-30,2,6,16,12,21
A,栃木,○,2,1,20,49,-29,3,6,16,15,21
H,熊本,△,1,1,21,50,-29,3,7,16,16,21
A,横浜FC,●,2,4,23,54,-31,3,7,17,16,21
H,京都,△,2,2,25,56,-31,3,8,17,17,21
H,岡山,○,2,1,27,57,-30,4,8,17,20,21
A,東京Ｖ,○,1,0,28,57,-29,5,8,17,23,21
H,湘南,●,0,2,28,59,-31,5,8,18,23,21
A,松本,△,0,0,28,59,-31,5,9,18,24,21
H,長崎,●,0,1,28,60,-32,5,9,19,24,21
A,山形,●,0,4,28,64,-36,5,9,20,24,21
H,群馬,○,1,0,29,64,-35,6,9,20,27,21
A,福岡,○,2,1,31,65,-34,7,9,20,30,21
H,愛媛,●,1,2,32,67,-35,7,9,21,30,21
A,水戸,△,0,0,32,67,-35,7,10,21,31,21
H,北九州,△,1,1,33,68,-35,7,11,21,32,21
A,札幌,△,1,1,34,69,-35,7,12,21,33,21
H,大分,●,0,1,34,70,-36,7,12,22,33,21
H,千葉,●,0,1,34,71,-37,7,12,23,33,21
