H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,千葉,○,2,0,2,0,2,3,4
H,横浜FC,△,1,1,3,1,2,4,5
A,京都,△,0,0,3,1,2,5,8
H,群馬,○,3,0,6,1,5,8,3
H,磐田,●,0,2,6,3,3,8,6
A,讃岐,○,1,0,7,3,4,11,5
H,松本,●,1,2,8,5,3,11,6
A,岐阜,○,3,1,11,6,5,14,5
H,水戸,●,0,1,11,7,4,14,7
A,愛媛,○,1,0,12,7,5,17,5
H,札幌,○,2,1,14,8,6,20,4
A,湘南,●,1,2,15,10,5,20,7
H,岡山,●,0,1,15,11,4,20,7
A,長崎,△,1,1,16,12,4,21,10
H,熊本,△,1,1,17,13,4,22,8
A,北九州,○,1,0,18,13,5,25,7
A,山形,●,1,6,19,19,0,25,9
H,大分,○,4,0,23,19,4,28,7
A,東京Ｖ,△,1,1,24,20,4,29,7
A,福岡,●,0,2,24,22,2,29,9
H,富山,○,2,1,26,23,3,32,7
H,千葉,●,0,2,26,25,1,32,8
A,岡山,●,1,3,27,28,-1,32,10
A,大分,●,1,2,28,30,-2,32,11
H,讃岐,●,1,2,29,32,-3,32,15
A,松本,●,1,2,30,34,-4,32,16
H,湘南,●,0,3,30,37,-7,32,16
A,札幌,△,1,1,31,38,-7,33,16
A,磐田,○,3,2,34,40,-6,36,15
H,愛媛,△,3,3,37,43,-6,37,14
H,東京Ｖ,○,3,2,40,45,-5,40,14
A,熊本,●,1,2,41,47,-6,40,15
H,山形,△,1,1,42,48,-6,41,16
A,群馬,●,0,2,42,50,-8,41,17
H,京都,○,2,1,44,51,-7,44,15
H,北九州,△,1,1,45,52,-7,45,15
A,横浜FC,●,0,3,45,55,-10,45,16
H,福岡,△,1,1,46,56,-10,46,16
A,富山,●,0,1,46,57,-11,46,16
H,岐阜,○,3,0,49,57,-8,49,16
A,水戸,○,2,1,51,58,-7,52,13
H,長崎,○,1,0,52,58,-6,55,12
