H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,北九州,○,3,1,3,1,2,3,1
A,福岡,●,0,1,3,2,1,3,8
H,栃木,△,0,0,3,2,1,4,11
A,富山,○,2,1,5,3,2,7,6
H,札幌,△,1,1,6,4,2,8,7
A,大分,○,3,0,9,4,5,11,3
H,山形,△,2,2,11,6,5,12,5
A,松本,△,2,2,13,8,5,13,7
H,愛媛,△,0,0,13,8,5,14,6
A,湘南,●,0,3,13,11,2,14,12
H,讃岐,○,4,1,17,12,5,17,8
A,横浜FC,○,2,0,19,12,7,20,5
H,長崎,○,2,0,21,12,9,23,4
A,水戸,●,1,5,22,17,5,23,5
H,群馬,●,0,3,22,20,2,23,6
A,岐阜,●,1,2,23,22,1,23,9
H,東京Ｖ,○,1,0,24,22,2,26,7
A,千葉,●,0,3,24,25,-1,26,11
A,熊本,○,4,1,28,26,2,29,9
H,岡山,△,1,1,29,27,2,30,7
H,磐田,●,2,3,31,30,1,30,10
A,愛媛,△,0,0,31,30,1,31,11
H,福岡,○,3,1,34,31,3,34,7
A,東京Ｖ,●,0,1,34,32,2,34,9
H,水戸,△,1,1,35,33,2,35,7
A,札幌,○,1,0,36,33,3,38,7
H,大分,△,2,2,38,35,3,39,7
A,讃岐,△,2,2,40,37,3,40,8
H,北九州,△,1,1,41,38,3,41,8
H,千葉,△,3,3,44,41,3,42,11
A,群馬,○,1,0,45,41,4,45,7
A,山形,●,0,1,45,42,3,45,9
H,湘南,△,2,2,47,44,3,46,9
H,横浜FC,○,2,1,49,45,4,49,8
A,栃木,●,1,2,50,47,3,49,9
H,熊本,△,0,0,50,47,3,50,9
H,松本,△,0,0,50,47,3,51,10
A,磐田,△,2,2,52,49,3,52,10
A,岡山,○,3,2,55,51,4,55,9
H,富山,△,1,1,56,52,4,56,10
A,長崎,○,1,0,57,52,5,59,8
H,岐阜,△,0,0,57,52,5,60,9
