H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,松本,●,1,3,1,3,-2,0,18
A,群馬,●,0,1,1,4,-3,0,20
H,千葉,△,1,1,2,5,-3,1,20
A,愛媛,●,1,2,3,7,-4,1,20
H,長崎,●,1,5,4,12,-8,1,21
A,富山,○,3,0,7,12,-5,4,20
H,岡山,●,0,1,7,13,-6,4,20
A,水戸,△,1,1,8,14,-6,5,20
H,磐田,●,0,1,8,15,-7,5,20
A,札幌,△,0,0,8,15,-7,6,20
H,岐阜,●,0,1,8,16,-8,6,20
A,讃岐,○,1,0,9,16,-7,9,20
H,北九州,○,1,0,10,16,-6,12,19
A,熊本,△,0,0,10,16,-6,13,18
H,大分,△,1,1,11,17,-6,14,19
A,湘南,●,0,1,11,18,-7,14,20
A,京都,●,0,1,11,19,-8,14,20
H,福岡,●,0,5,11,24,-13,14,20
H,栃木,△,1,1,12,25,-13,15,20
A,横浜FC,△,0,0,12,25,-13,16,20
H,山形,●,1,2,13,27,-14,16,20
A,磐田,○,2,1,15,28,-13,19,20
A,松本,△,1,1,16,29,-13,20,20
H,京都,○,1,0,17,29,-12,23,20
A,岡山,●,1,2,18,31,-13,23,20
A,大分,●,2,3,20,34,-14,23,20
H,水戸,○,1,0,21,34,-13,26,20
H,横浜FC,△,1,1,22,35,-13,27,20
A,岐阜,●,0,3,22,38,-16,27,20
H,讃岐,●,0,1,22,39,-17,27,20
A,栃木,●,2,3,24,42,-18,27,20
H,富山,●,0,1,24,43,-19,27,20
A,福岡,○,1,0,25,43,-18,30,20
A,千葉,△,0,0,25,43,-18,31,20
H,熊本,○,1,0,26,43,-17,34,20
H,湘南,△,0,0,26,43,-17,35,20
A,北九州,●,1,2,27,45,-18,35,20
H,愛媛,△,1,1,28,46,-18,36,20
H,札幌,△,0,0,28,46,-18,37,20
A,長崎,△,0,0,28,46,-18,38,20
H,群馬,△,1,1,29,47,-18,39,20
A,山形,○,2,1,31,48,-17,42,20
