H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,水戸,●,1,2,1,2,-1,0,14
H,北九州,○,1,0,2,2,0,3,9
H,讃岐,○,1,0,3,2,1,6,6
A,熊本,△,1,1,4,3,1,7,8
A,岡山,△,1,1,5,4,1,8,10
H,京都,●,0,3,5,7,-2,8,13
H,札幌,○,1,0,6,7,-1,11,9
A,湘南,●,0,4,6,11,-5,11,13
H,富山,○,3,0,9,11,-2,14,11
A,長崎,△,0,0,9,11,-2,15,11
A,福岡,○,2,1,11,12,-1,18,7
H,松本,●,0,2,11,14,-3,18,8
A,磐田,△,1,1,12,15,-3,19,11
H,横浜FC,○,1,0,13,15,-2,22,8
A,東京Ｖ,△,1,1,14,16,-2,23,7
H,山形,○,1,0,15,16,-1,26,6
H,岐阜,○,1,0,16,16,0,29,4
A,栃木,●,0,4,16,20,-4,29,6
H,愛媛,△,2,2,18,22,-4,30,6
A,群馬,●,1,2,19,24,-5,30,8
H,千葉,●,2,4,21,28,-7,30,12
A,札幌,△,1,1,22,29,-7,31,12
A,北九州,△,1,1,23,30,-7,32,11
H,栃木,○,2,1,25,31,-6,35,7
A,山形,●,0,2,25,33,-8,35,8
H,東京Ｖ,○,3,2,28,35,-7,38,8
A,京都,△,2,2,30,37,-7,39,8
H,群馬,○,2,1,32,38,-6,42,6
A,愛媛,○,2,1,34,39,-5,45,6
H,熊本,●,0,1,34,40,-6,45,6
A,富山,△,1,1,35,41,-6,46,6
H,福岡,○,3,0,38,41,-3,49,6
A,横浜FC,△,1,1,39,42,-3,50,6
H,長崎,△,1,1,40,43,-3,51,6
H,磐田,○,2,0,42,43,-1,54,6
A,松本,●,0,2,42,45,-3,54,7
A,千葉,●,1,2,43,47,-4,54,8
H,岡山,○,1,0,44,47,-3,57,6
A,岐阜,○,3,2,47,49,-2,60,6
H,水戸,●,2,3,49,52,-3,60,7
A,讃岐,○,1,0,50,52,-2,63,7
H,湘南,●,2,3,52,55,-3,63,7
