H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,山形,○,1,0,1,0,1,1,0,0,3,8
A,長崎,○,3,0,4,0,4,2,0,0,6,2
H,札幌,○,2,0,6,0,6,3,0,0,9,1
A,岐阜,○,3,2,9,2,7,4,0,0,12,1
A,松本,○,4,1,13,3,10,5,0,0,15,1
H,岡山,○,2,0,15,3,12,6,0,0,18,1
A,千葉,○,6,0,21,3,18,7,0,0,21,1
H,大分,○,4,0,25,3,22,8,0,0,24,1
A,横浜FC,○,3,1,28,4,24,9,0,0,27,1
H,京都,○,3,0,31,4,27,10,0,0,30,1
A,水戸,○,1,0,32,4,28,11,0,0,33,1
H,栃木,○,2,1,34,5,29,12,0,0,36,1
A,熊本,○,3,1,37,6,31,13,0,0,39,1
H,福岡,○,2,0,39,6,33,14,0,0,42,1
A,愛媛,●,0,1,39,7,32,14,0,1,42,1
H,東京Ｖ,○,1,0,40,7,33,15,0,1,45,1
A,富山,○,1,0,41,7,34,16,0,1,48,1
H,讃岐,○,3,1,44,8,36,17,0,1,51,1
A,磐田,○,2,1,46,9,37,18,0,1,54,1
H,北九州,○,2,0,48,9,39,19,0,1,57,1
A,群馬,○,1,0,49,9,40,20,0,1,60,1
H,熊本,○,2,1,51,10,41,21,0,1,63,1
H,富山,○,2,0,53,10,43,22,0,1,66,1
A,福岡,△,0,0,53,10,43,22,1,1,67,1
H,千葉,△,1,1,54,11,43,22,2,1,68,1
A,岡山,△,0,0,54,11,43,22,3,1,69,1
A,栃木,○,3,0,57,11,46,23,3,1,72,1
H,磐田,△,1,1,58,12,46,23,4,1,73,1
A,山形,○,3,1,61,13,48,24,4,1,76,1
H,松本,△,1,1,62,14,48,24,5,1,77,1
A,讃岐,○,2,0,64,14,50,25,5,1,80,1
H,水戸,○,4,2,68,16,52,26,5,1,83,1
A,京都,△,2,2,70,18,52,26,6,1,84,1
H,岐阜,△,0,0,70,18,52,26,7,1,85,1
H,愛媛,○,3,0,73,18,55,27,7,1,88,1
A,東京Ｖ,△,0,0,73,18,55,27,8,1,89,1
H,長崎,●,1,2,74,20,54,27,8,2,89,1
A,札幌,●,0,2,74,22,52,27,8,3,89,1
H,群馬,○,1,0,75,22,53,28,8,3,92,1
A,北九州,○,4,0,79,22,57,29,8,3,95,1
H,横浜FC,○,4,1,83,23,60,30,8,3,98,1
A,大分,○,3,2,86,25,61,31,8,3,101,1
