H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,千葉,○,2,0,2,0,2,1,0,0,3,4
H,横浜FC,△,1,1,3,1,2,1,1,0,4,5
A,京都,△,0,0,3,1,2,1,2,0,5,8
H,群馬,○,3,0,6,1,5,2,2,0,8,3
H,磐田,●,0,2,6,3,3,2,2,1,8,6
A,讃岐,○,1,0,7,3,4,3,2,1,11,5
H,松本,●,1,2,8,5,3,3,2,2,11,6
A,岐阜,○,3,1,11,6,5,4,2,2,14,5
H,水戸,●,0,1,11,7,4,4,2,3,14,7
A,愛媛,○,1,0,12,7,5,5,2,3,17,5
H,札幌,○,2,1,14,8,6,6,2,3,20,4
A,湘南,●,1,2,15,10,5,6,2,4,20,7
H,岡山,●,0,1,15,11,4,6,2,5,20,7
A,長崎,△,1,1,16,12,4,6,3,5,21,10
H,熊本,△,1,1,17,13,4,6,4,5,22,8
A,北九州,○,1,0,18,13,5,7,4,5,25,7
A,山形,●,1,6,19,19,0,7,4,6,25,9
H,大分,○,4,0,23,19,4,8,4,6,28,7
A,東京Ｖ,△,1,1,24,20,4,8,5,6,29,7
A,福岡,●,0,2,24,22,2,8,5,7,29,9
H,富山,○,2,1,26,23,3,9,5,7,32,7
H,千葉,●,0,2,26,25,1,9,5,8,32,8
A,岡山,●,1,3,27,28,-1,9,5,9,32,10
A,大分,●,1,2,28,30,-2,9,5,10,32,11
H,讃岐,●,1,2,29,32,-3,9,5,11,32,15
A,松本,●,1,2,30,34,-4,9,5,12,32,16
H,湘南,●,0,3,30,37,-7,9,5,13,32,16
A,札幌,△,1,1,31,38,-7,9,6,13,33,16
A,磐田,○,3,2,34,40,-6,10,6,13,36,15
H,愛媛,△,3,3,37,43,-6,10,7,13,37,14
H,東京Ｖ,○,3,2,40,45,-5,11,7,13,40,14
A,熊本,●,1,2,41,47,-6,11,7,14,40,15
H,山形,△,1,1,42,48,-6,11,8,14,41,16
A,群馬,●,0,2,42,50,-8,11,8,15,41,17
H,京都,○,2,1,44,51,-7,12,8,15,44,15
H,北九州,△,1,1,45,52,-7,12,9,15,45,15
A,横浜FC,●,0,3,45,55,-10,12,9,16,45,16
H,福岡,△,1,1,46,56,-10,12,10,16,46,16
A,富山,●,0,1,46,57,-11,12,10,17,46,16
H,岐阜,○,3,0,49,57,-8,13,10,17,49,16
A,水戸,○,2,1,51,58,-7,14,10,17,52,13
H,長崎,○,1,0,52,58,-6,15,10,17,55,12
