H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,熊本,△,0,0,0,0,0,1,11
A,千葉,●,0,2,0,2,-2,1,18
A,東京Ｖ,●,0,2,0,4,-4,1,21
H,愛媛,○,3,1,3,5,-2,4,16
A,讃岐,△,0,0,3,5,-2,5,16
A,福岡,●,0,1,3,6,-3,5,19
H,徳島,○,3,0,6,6,0,8,15
A,札幌,●,0,1,6,7,-1,8,15
A,大宮,●,1,2,7,9,-2,8,17
H,岡山,○,1,0,8,9,-1,11,14
A,金沢,●,0,1,8,10,-2,11,17
H,長崎,●,1,3,9,13,-4,11,18
A,磐田,●,1,2,10,15,-5,11,19
H,大分,△,1,1,11,16,-5,12,19
H,京都,●,0,2,11,18,-7,12,20
A,岐阜,△,1,1,12,19,-7,13,20
H,北九州,●,1,2,13,21,-8,13,21
H,Ｃ大阪,△,1,1,14,22,-8,14,21
A,群馬,○,1,0,15,22,-7,17,20
H,横浜FC,●,0,1,15,23,-8,17,21
H,栃木,○,2,1,17,24,-7,20,18
A,大分,△,1,1,18,25,-7,21,19
H,福岡,△,2,2,20,27,-7,22,18
A,愛媛,○,2,0,22,27,-5,25,17
H,千葉,△,1,1,23,28,-5,26,17
A,横浜FC,○,2,0,25,28,-3,29,17
H,金沢,△,1,1,26,29,-3,30,18
A,徳島,●,0,1,26,30,-4,30,18
H,讃岐,●,0,1,26,31,-5,30,19
A,北九州,△,2,2,28,33,-5,31,19
H,大宮,○,1,0,29,33,-4,34,18
A,栃木,△,2,2,31,35,-4,35,18
A,Ｃ大阪,△,2,2,33,37,-4,36,18
H,岐阜,●,0,2,33,39,-6,36,20
A,岡山,●,0,3,33,42,-9,36,20
H,磐田,△,1,1,34,43,-9,37,20
H,東京Ｖ,○,2,0,36,43,-7,40,17
A,長崎,△,0,0,36,43,-7,41,18
H,群馬,△,0,0,36,43,-7,42,19
A,熊本,△,1,1,37,44,-7,43,19
H,札幌,○,2,1,39,45,-6,46,19
A,京都,●,1,2,40,47,-7,46,19
