H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,愛媛,△,0,0,0,0,0,0,1,0,1,11
A,北九州,●,0,2,0,2,-2,0,1,1,1,18
H,岐阜,○,1,0,1,2,-1,1,1,1,4,13
A,栃木,●,1,2,2,4,-2,1,1,2,4,18
A,熊本,△,2,2,4,6,-2,1,2,2,5,15
H,岡山,●,1,2,5,8,-3,1,2,3,5,18
A,水戸,●,0,3,5,11,-6,1,2,4,5,20
H,京都,○,1,0,6,11,-5,2,2,4,8,18
A,横浜FC,△,1,1,7,12,-5,2,3,4,9,16
H,大宮,△,0,0,7,12,-5,2,4,4,10,17
A,大分,△,1,1,8,13,-5,2,5,4,11,18
H,金沢,△,0,0,8,13,-5,2,6,4,12,17
A,長崎,△,1,1,9,14,-5,2,7,4,13,17
A,東京Ｖ,△,0,0,9,14,-5,2,8,4,14,16
H,札幌,●,1,2,10,16,-6,2,8,5,14,18
H,磐田,△,2,2,12,18,-6,2,9,5,15,18
A,福岡,●,0,1,12,19,-7,2,9,6,15,18
H,讃岐,△,2,2,14,21,-7,2,10,6,16,18
A,Ｃ大阪,●,0,1,14,22,-8,2,10,7,16,21
H,千葉,○,2,1,16,23,-7,3,10,7,19,18
A,群馬,●,1,2,17,25,-8,3,10,8,19,19
A,京都,○,1,0,18,25,-7,4,10,8,22,17
H,北九州,●,0,1,18,26,-8,4,10,9,22,19
A,岡山,○,3,0,21,26,-5,5,10,9,25,18
H,大分,○,1,0,22,26,-4,6,10,9,28,16
A,金沢,○,1,0,23,26,-3,7,10,9,31,16
A,千葉,●,0,1,23,27,-4,7,10,10,31,17
H,水戸,○,1,0,24,27,-3,8,10,10,34,15
H,東京Ｖ,○,1,0,25,27,-2,9,10,10,37,13
A,磐田,●,1,3,26,30,-4,9,10,11,37,13
H,長崎,△,0,0,26,30,-4,9,11,11,38,14
A,讃岐,○,1,0,27,30,-3,10,11,11,41,12
H,横浜FC,△,0,0,27,30,-3,10,12,11,42,11
H,Ｃ大阪,△,1,1,28,31,-3,10,13,11,43,11
A,岐阜,○,2,1,30,32,-2,11,13,11,46,11
H,群馬,●,0,1,30,33,-3,11,13,12,46,13
A,大宮,○,2,1,32,34,-2,12,13,12,49,10
H,福岡,●,0,3,32,37,-5,12,13,13,49,12
H,栃木,△,1,1,33,38,-5,12,14,13,50,13
A,札幌,●,0,2,33,40,-7,12,14,14,50,14
H,熊本,○,2,1,35,41,-6,13,14,14,53,13
A,愛媛,●,0,3,35,44,-9,13,14,15,53,14
