H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,京都,●,1,3,1,3,-2,0,0,1,0,19
A,愛媛,●,1,2,2,5,-3,0,0,2,0,21
A,札幌,●,1,2,3,7,-4,0,0,3,0,22
H,熊本,○,1,0,4,7,-3,1,0,3,3,19
A,横浜FC,△,2,2,6,9,-3,1,1,3,4,19
H,水戸,○,1,0,7,9,-2,2,1,3,7,12
A,大分,○,2,1,9,10,-1,3,1,3,10,10
A,北九州,○,1,0,10,10,0,4,1,3,13,7
H,岐阜,△,2,2,12,12,0,4,2,3,14,11
A,磐田,○,1,0,13,12,1,5,2,3,17,7
H,Ｃ大阪,○,1,0,14,12,2,6,2,3,20,5
H,群馬,○,4,1,18,13,5,7,2,3,23,5
A,栃木,△,0,0,18,13,5,7,3,3,24,5
H,岡山,○,1,0,19,13,6,8,3,3,27,5
H,讃岐,●,1,3,20,16,4,8,3,4,27,6
A,大宮,●,0,2,20,18,2,8,3,5,27,7
H,徳島,○,1,0,21,18,3,9,3,5,30,4
A,千葉,△,2,2,23,20,3,9,4,5,31,5
H,金沢,●,0,2,23,22,1,9,4,6,31,6
A,長崎,△,0,0,23,22,1,9,5,6,32,7
A,東京Ｖ,△,1,1,24,23,1,9,6,6,33,7
H,北九州,○,4,2,28,25,3,10,6,6,36,5
A,水戸,△,2,2,30,27,3,10,7,6,37,6
H,大宮,●,1,3,31,30,1,10,7,7,37,7
A,京都,○,2,1,33,31,2,11,7,7,40,6
H,長崎,△,0,0,33,31,2,11,8,7,41,6
H,大分,△,1,1,34,32,2,11,9,7,42,6
A,金沢,○,1,0,35,32,3,12,9,7,45,5
H,磐田,○,2,0,37,32,5,13,9,7,48,5
A,岡山,●,0,1,37,33,4,13,9,8,48,5
A,讃岐,○,1,0,38,33,5,14,9,8,51,5
H,札幌,○,2,1,40,34,6,15,9,8,54,4
A,熊本,○,1,0,41,34,7,16,9,8,57,4
H,東京Ｖ,△,0,0,41,34,7,16,10,8,58,4
A,Ｃ大阪,○,1,0,42,34,8,17,10,8,61,3
H,千葉,○,1,0,43,34,9,18,10,8,64,3
H,栃木,○,4,2,47,36,11,19,10,8,67,3
A,徳島,○,3,0,50,36,14,20,10,8,70,3
H,横浜FC,○,4,0,54,36,18,21,10,8,73,3
A,群馬,○,4,0,58,36,22,22,10,8,76,3
H,愛媛,○,1,0,59,36,23,23,10,8,79,3
A,岐阜,○,4,1,63,37,26,24,10,8,82,3
