H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,岐阜,○,3,0,3,0,3,3,1
A,大分,○,1,0,4,0,4,6,2
H,Ｃ大阪,△,1,1,5,1,4,7,1
A,千葉,●,0,1,5,2,3,7,4
H,大宮,△,0,0,5,2,3,8,6
A,徳島,○,2,1,7,3,4,11,6
A,磐田,△,1,1,8,4,4,12,6
H,熊本,○,3,0,11,4,7,15,5
H,札幌,●,0,1,11,5,6,15,7
A,水戸,●,0,1,11,6,5,15,11
A,長崎,△,2,2,13,8,5,16,9
H,栃木,△,0,0,13,8,5,17,9
A,金沢,△,1,1,14,9,5,18,9
A,福岡,●,0,1,14,10,4,18,11
H,横浜FC,△,0,0,14,10,4,19,12
A,讃岐,○,1,0,15,10,5,22,11
H,東京Ｖ,●,0,1,15,11,4,22,13
A,群馬,△,1,1,16,12,4,23,13
H,愛媛,●,1,2,17,14,3,23,13
A,北九州,○,3,2,20,16,4,26,13
H,京都,○,2,0,22,16,6,29,12
H,長崎,△,1,1,23,17,6,30,12
A,大宮,●,0,3,23,20,3,30,13
H,徳島,●,0,3,23,23,0,30,14
A,Ｃ大阪,●,1,2,24,25,-1,30,14
A,栃木,△,2,2,26,27,-1,31,15
H,磐田,●,1,2,27,29,-2,31,16
H,北九州,●,0,1,27,30,-3,31,17
A,札幌,△,0,0,27,30,-3,32,17
H,福岡,○,1,0,28,30,-2,35,16
A,愛媛,△,1,1,29,31,-2,36,16
H,群馬,○,3,0,32,31,1,39,14
A,京都,△,0,0,32,31,1,40,13
H,大分,○,1,0,33,31,2,43,10
H,水戸,○,3,0,36,31,5,46,10
A,東京Ｖ,△,1,1,37,32,5,47,10
H,金沢,△,0,0,37,32,5,48,12
A,横浜FC,△,0,0,37,32,5,49,11
H,讃岐,●,1,2,38,34,4,49,14
A,岐阜,△,0,0,38,34,4,50,13
H,千葉,○,1,0,39,34,5,53,12
A,熊本,△,1,1,40,35,5,54,11
