H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,熊本,△,0,0,0,0,0,0,1,0,1,11
A,千葉,●,0,2,0,2,-2,0,1,1,1,18
A,東京Ｖ,●,0,2,0,4,-4,0,1,2,1,21
H,愛媛,○,3,1,3,5,-2,1,1,2,4,16
A,讃岐,△,0,0,3,5,-2,1,2,2,5,16
A,福岡,●,0,1,3,6,-3,1,2,3,5,19
H,徳島,○,3,0,6,6,0,2,2,3,8,15
A,札幌,●,0,1,6,7,-1,2,2,4,8,15
A,大宮,●,1,2,7,9,-2,2,2,5,8,17
H,岡山,○,1,0,8,9,-1,3,2,5,11,14
A,金沢,●,0,1,8,10,-2,3,2,6,11,17
H,長崎,●,1,3,9,13,-4,3,2,7,11,18
A,磐田,●,1,2,10,15,-5,3,2,8,11,19
H,大分,△,1,1,11,16,-5,3,3,8,12,19
H,京都,●,0,2,11,18,-7,3,3,9,12,20
A,岐阜,△,1,1,12,19,-7,3,4,9,13,20
H,北九州,●,1,2,13,21,-8,3,4,10,13,21
H,Ｃ大阪,△,1,1,14,22,-8,3,5,10,14,21
A,群馬,○,1,0,15,22,-7,4,5,10,17,20
H,横浜FC,●,0,1,15,23,-8,4,5,11,17,21
H,栃木,○,2,1,17,24,-7,5,5,11,20,18
A,大分,△,1,1,18,25,-7,5,6,11,21,19
H,福岡,△,2,2,20,27,-7,5,7,11,22,18
A,愛媛,○,2,0,22,27,-5,6,7,11,25,17
H,千葉,△,1,1,23,28,-5,6,8,11,26,17
A,横浜FC,○,2,0,25,28,-3,7,8,11,29,17
H,金沢,△,1,1,26,29,-3,7,9,11,30,18
A,徳島,●,0,1,26,30,-4,7,9,12,30,18
H,讃岐,●,0,1,26,31,-5,7,9,13,30,19
A,北九州,△,2,2,28,33,-5,7,10,13,31,19
H,大宮,○,1,0,29,33,-4,8,10,13,34,18
A,栃木,△,2,2,31,35,-4,8,11,13,35,18
A,Ｃ大阪,△,2,2,33,37,-4,8,12,13,36,18
H,岐阜,●,0,2,33,39,-6,8,12,14,36,20
A,岡山,●,0,3,33,42,-9,8,12,15,36,20
H,磐田,△,1,1,34,43,-9,8,13,15,37,20
H,東京Ｖ,○,2,0,36,43,-7,9,13,15,40,17
A,長崎,△,0,0,36,43,-7,9,14,15,41,18
H,群馬,△,0,0,36,43,-7,9,15,15,42,19
A,熊本,△,1,1,37,44,-7,9,16,15,43,19
H,札幌,○,2,1,39,45,-6,10,16,15,46,19
A,京都,●,1,2,40,47,-7,10,16,16,46,19
