H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,大宮,●,0,1,0,1,-1,0,16
H,東京Ｖ,○,3,0,3,1,2,3,7
H,横浜FC,●,1,2,4,3,1,3,14
A,岐阜,○,2,0,6,3,3,6,10
H,愛媛,○,3,1,9,4,5,9,4
H,群馬,○,2,1,11,5,6,12,5
A,Ｃ大阪,○,2,0,13,5,8,15,4
H,讃岐,○,1,0,14,5,9,18,2
A,熊本,○,2,0,16,5,11,21,2
H,札幌,△,1,1,17,6,11,22,2
H,水戸,○,1,0,18,6,12,25,1
A,徳島,△,0,0,18,6,12,26,1
H,岡山,△,1,1,19,7,12,27,3
A,千葉,△,1,1,20,8,12,28,3
A,栃木,△,1,1,21,9,12,29,2
H,長崎,○,1,0,22,9,13,32,2
A,磐田,●,1,2,23,11,12,32,3
H,大分,△,1,1,24,12,12,33,3
A,福岡,○,2,0,26,12,14,36,2
H,京都,●,1,3,27,15,12,36,3
A,北九州,△,1,1,28,16,12,37,3
H,千葉,△,0,0,28,16,12,38,3
A,讃岐,△,2,2,30,18,12,39,3
H,岐阜,△,1,1,31,19,12,40,3
A,愛媛,△,1,1,32,20,12,41,4
H,徳島,●,0,1,32,21,11,41,5
A,水戸,△,1,1,33,22,11,42,5
H,福岡,●,0,1,33,23,10,42,6
A,群馬,●,0,1,33,24,9,42,9
A,京都,△,1,1,34,25,9,43,9
H,磐田,●,0,3,34,28,6,43,9
A,横浜FC,●,1,2,35,30,5,43,9
A,長崎,△,1,1,36,31,5,44,9
H,熊本,△,1,1,37,32,5,45,9
H,栃木,△,2,2,39,34,5,46,9
A,札幌,●,1,2,40,36,4,46,12
A,岡山,△,0,0,40,36,4,47,14
H,北九州,●,0,4,40,40,0,47,14
A,大分,○,1,0,41,40,1,50,12
H,Ｃ大阪,○,3,0,44,40,4,53,10
A,東京Ｖ,△,1,1,45,41,4,54,10
H,大宮,●,1,2,46,43,3,54,12
