H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,福岡,○,3,1,3,1,2,1,0,0,3,2
H,磐田,●,0,2,3,3,0,1,0,1,3,9
A,大宮,●,1,2,4,5,-1,1,0,2,3,15
H,讃岐,△,1,1,5,6,-1,1,1,2,4,15
A,札幌,○,2,1,7,7,0,2,1,2,7,11
H,千葉,●,0,2,7,9,-2,2,1,3,7,12
H,長崎,●,1,4,8,13,-5,2,1,4,7,16
A,徳島,●,0,1,8,14,-6,2,1,5,7,19
H,北九州,○,2,0,10,14,-4,3,1,5,10,13
A,Ｃ大阪,●,0,3,10,17,-7,3,1,6,10,18
H,群馬,●,0,1,10,18,-8,3,1,7,10,19
A,岐阜,△,1,1,11,19,-8,3,2,7,11,19
H,東京Ｖ,△,1,1,12,20,-8,3,3,7,12,18
A,愛媛,●,2,3,14,23,-9,3,3,8,12,20
A,水戸,○,2,0,16,23,-7,4,3,8,15,17
H,熊本,○,2,1,18,24,-6,5,3,8,18,16
A,大分,△,2,2,20,26,-6,5,4,8,19,17
H,横浜FC,●,1,2,21,28,-7,5,4,9,19,17
H,栃木,●,1,2,22,30,-8,5,4,10,19,17
A,金沢,○,3,1,25,31,-6,6,4,10,22,15
A,岡山,●,0,2,25,33,-8,6,4,11,22,17
H,徳島,●,0,1,25,34,-9,6,4,12,22,18
A,長崎,●,0,1,25,35,-10,6,4,13,22,20
H,Ｃ大阪,○,1,0,26,35,-9,7,4,13,25,19
H,福岡,●,1,2,27,37,-10,7,4,14,25,20
A,東京Ｖ,●,0,1,27,38,-11,7,4,15,25,21
H,札幌,○,2,0,29,38,-9,8,4,15,28,19
A,磐田,△,3,3,32,41,-9,8,5,15,29,19
H,大分,○,2,1,34,42,-8,9,5,15,32,18
H,金沢,△,1,1,35,43,-8,9,6,15,33,18
A,千葉,△,1,1,36,44,-8,9,7,15,34,19
A,熊本,△,0,0,36,44,-8,9,8,15,35,19
H,岡山,△,0,0,36,44,-8,9,9,15,36,19
A,讃岐,△,1,1,37,45,-8,9,10,15,37,19
A,群馬,△,1,1,38,46,-8,9,11,15,38,18
H,岐阜,△,0,0,38,46,-8,9,12,15,39,18
A,横浜FC,△,0,0,38,46,-8,9,13,15,40,18
H,大宮,△,2,2,40,48,-8,9,14,15,41,19
A,北九州,○,2,1,42,49,-7,10,14,15,44,17
H,愛媛,●,0,1,42,50,-8,10,14,16,44,18
A,栃木,○,1,0,43,50,-7,11,14,16,47,18
H,水戸,○,2,1,45,51,-6,12,14,16,50,17
