H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,徳島,△,0,0,0,0,0,0,1,0,1,11
H,福岡,○,2,1,2,1,1,1,1,0,4,5
H,熊本,●,0,1,2,2,0,1,1,1,4,11
A,水戸,●,1,3,3,5,-2,1,1,2,4,16
A,金沢,●,1,3,4,8,-4,1,1,3,4,20
H,大分,○,2,0,6,8,-2,2,1,3,7,14
A,群馬,○,1,0,7,8,-1,3,1,3,10,11
H,千葉,○,1,0,8,8,0,4,1,3,13,8
A,栃木,○,1,0,9,8,1,5,1,3,16,6
H,北九州,●,2,3,11,11,0,5,1,4,16,10
A,大宮,●,0,1,11,12,-1,5,1,5,16,10
H,札幌,△,0,0,11,12,-1,5,2,5,17,10
A,岐阜,●,1,2,12,14,-2,5,2,6,17,11
H,京都,○,3,2,15,16,-1,6,2,6,20,9
A,長崎,●,1,3,16,19,-3,6,2,7,20,11
H,横浜FC,○,3,0,19,19,0,7,2,7,23,10
A,Ｃ大阪,●,0,1,19,20,-1,7,2,8,23,12
H,東京Ｖ,○,2,1,21,21,0,8,2,8,26,12
A,岡山,○,2,1,23,22,1,9,2,8,29,9
H,磐田,●,0,2,23,24,-1,9,2,9,29,11
A,讃岐,△,0,0,23,24,-1,9,3,9,30,11
H,栃木,△,0,0,23,24,-1,9,4,9,31,11
A,熊本,●,0,2,23,26,-3,9,4,10,31,12
H,水戸,●,0,2,23,28,-5,9,4,11,31,13
H,金沢,△,1,1,24,29,-5,9,5,11,32,12
A,札幌,○,1,0,25,29,-4,10,5,11,35,10
H,Ｃ大阪,○,2,1,27,30,-3,11,5,11,38,9
A,大分,○,1,0,28,30,-2,12,5,11,41,9
H,大宮,○,3,1,31,31,0,13,5,11,44,6
A,東京Ｖ,○,1,0,32,31,1,14,5,11,47,6
H,岡山,△,1,1,33,32,1,14,6,11,48,6
A,磐田,△,0,0,33,32,1,14,7,11,49,6
H,讃岐,○,1,0,34,32,2,15,7,11,52,6
A,横浜FC,●,1,2,35,34,1,15,7,12,52,7
A,千葉,●,0,1,35,35,0,15,7,13,52,8
H,長崎,△,0,0,35,35,0,15,8,13,53,8
A,北九州,●,2,3,37,38,-1,15,8,14,53,8
H,群馬,○,3,0,40,38,2,16,8,14,56,7
H,岐阜,○,3,0,43,38,5,17,8,14,59,5
A,京都,○,1,0,44,38,6,18,8,14,62,5
A,福岡,●,0,1,44,39,5,18,8,15,62,5
H,徳島,○,3,0,47,39,8,19,8,15,65,5
