H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,栃木,○,2,1,2,1,1,1,0,0,3,5
H,長崎,●,0,1,2,2,0,1,0,1,3,11
H,福岡,○,2,1,4,3,1,2,0,1,6,7
A,大宮,△,1,1,5,4,1,2,1,1,7,7
H,京都,●,1,2,6,6,0,2,1,2,7,12
H,東京Ｖ,△,1,1,7,7,0,2,2,2,8,9
A,讃岐,△,0,0,7,7,0,2,3,2,9,12
H,水戸,○,1,0,8,7,1,3,3,2,12,10
A,岡山,○,1,0,9,7,2,4,3,2,15,10
A,金沢,△,1,1,10,8,2,4,4,2,16,8
H,磐田,○,3,0,13,8,5,5,4,2,19,6
A,愛媛,△,0,0,13,8,5,5,5,2,20,7
H,熊本,●,2,3,15,11,4,5,5,3,20,8
A,群馬,○,2,0,17,11,6,6,5,3,23,7
A,徳島,○,2,1,19,12,7,7,5,3,26,7
H,Ｃ大阪,△,1,1,20,13,7,7,6,3,27,6
A,千葉,△,1,1,21,14,7,7,7,3,28,7
A,岐阜,○,1,0,22,14,8,8,7,3,31,4
H,北九州,△,1,1,23,15,8,8,8,3,32,5
H,大分,△,1,1,24,16,8,8,9,3,33,6
A,横浜FC,△,0,0,24,16,8,8,10,3,34,6
H,大宮,●,2,3,26,19,7,8,10,4,34,7
A,Ｃ大阪,●,1,3,27,22,5,8,10,5,34,9
H,讃岐,●,0,1,27,23,4,8,10,6,34,10
A,北九州,△,1,1,28,24,4,8,11,6,35,9
H,愛媛,●,0,1,28,25,3,8,11,7,35,9
A,京都,●,0,2,28,27,1,8,11,8,35,10
A,長崎,△,0,0,28,27,1,8,12,8,36,10
H,岡山,△,0,0,28,27,1,8,13,8,37,12
A,熊本,△,1,1,29,28,1,8,14,8,38,12
H,横浜FC,○,2,0,31,28,3,9,14,8,41,10
A,福岡,●,1,2,32,30,2,9,14,9,41,11
H,岐阜,●,1,2,33,32,1,9,14,10,41,12
H,群馬,△,0,0,33,32,1,9,15,10,42,13
A,東京Ｖ,○,2,0,35,32,3,10,15,10,45,13
H,金沢,○,2,1,37,33,4,11,15,10,48,9
A,磐田,●,0,3,37,36,1,11,15,11,48,13
A,大分,●,0,2,37,38,-1,11,15,12,48,13
H,千葉,○,3,2,40,40,0,12,15,12,51,10
H,徳島,○,2,0,42,40,2,13,15,12,54,9
A,水戸,●,1,2,43,42,1,13,15,13,54,11
H,栃木,○,4,1,47,43,4,14,15,13,57,10
