H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,岐阜,○,3,0,3,0,3,1,0,0,3,1
A,大分,○,1,0,4,0,4,2,0,0,6,2
H,Ｃ大阪,△,1,1,5,1,4,2,1,0,7,1
A,千葉,●,0,1,5,2,3,2,1,1,7,4
H,大宮,△,0,0,5,2,3,2,2,1,8,6
A,徳島,○,2,1,7,3,4,3,2,1,11,6
A,磐田,△,1,1,8,4,4,3,3,1,12,6
H,熊本,○,3,0,11,4,7,4,3,1,15,5
H,札幌,●,0,1,11,5,6,4,3,2,15,7
A,水戸,●,0,1,11,6,5,4,3,3,15,11
A,長崎,△,2,2,13,8,5,4,4,3,16,9
H,栃木,△,0,0,13,8,5,4,5,3,17,9
A,金沢,△,1,1,14,9,5,4,6,3,18,9
A,福岡,●,0,1,14,10,4,4,6,4,18,11
H,横浜FC,△,0,0,14,10,4,4,7,4,19,12
A,讃岐,○,1,0,15,10,5,5,7,4,22,11
H,東京Ｖ,●,0,1,15,11,4,5,7,5,22,13
A,群馬,△,1,1,16,12,4,5,8,5,23,13
H,愛媛,●,1,2,17,14,3,5,8,6,23,13
A,北九州,○,3,2,20,16,4,6,8,6,26,13
H,京都,○,2,0,22,16,6,7,8,6,29,12
H,長崎,△,1,1,23,17,6,7,9,6,30,12
A,大宮,●,0,3,23,20,3,7,9,7,30,13
H,徳島,●,0,3,23,23,0,7,9,8,30,14
A,Ｃ大阪,●,1,2,24,25,-1,7,9,9,30,14
A,栃木,△,2,2,26,27,-1,7,10,9,31,15
H,磐田,●,1,2,27,29,-2,7,10,10,31,16
H,北九州,●,0,1,27,30,-3,7,10,11,31,17
A,札幌,△,0,0,27,30,-3,7,11,11,32,17
H,福岡,○,1,0,28,30,-2,8,11,11,35,16
A,愛媛,△,1,1,29,31,-2,8,12,11,36,16
H,群馬,○,3,0,32,31,1,9,12,11,39,14
A,京都,△,0,0,32,31,1,9,13,11,40,13
H,大分,○,1,0,33,31,2,10,13,11,43,10
H,水戸,○,3,0,36,31,5,11,13,11,46,10
A,東京Ｖ,△,1,1,37,32,5,11,14,11,47,10
H,金沢,△,0,0,37,32,5,11,15,11,48,12
A,横浜FC,△,0,0,37,32,5,11,16,11,49,11
H,讃岐,●,1,2,38,34,4,11,16,12,49,14
A,岐阜,△,0,0,38,34,4,11,17,12,50,13
H,千葉,○,1,0,39,34,5,12,17,12,53,12
A,熊本,△,1,1,40,35,5,12,18,12,54,11
