H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,群馬,○,1,0,1,0,1,1,0,0,3,6
H,栃木,△,1,1,2,1,1,1,1,0,4,5
A,金沢,○,2,1,4,2,2,2,1,0,7,3
A,Ｃ大阪,●,0,2,4,4,0,2,1,1,7,9
H,福岡,△,2,2,6,6,0,2,2,1,8,9
H,磐田,●,2,3,8,9,-1,2,2,2,8,11
A,熊本,○,1,0,9,9,0,3,2,2,11,8
H,長崎,△,2,2,11,11,0,3,3,2,12,11
H,徳島,△,1,1,12,12,0,3,4,2,13,12
A,東京Ｖ,○,1,0,13,12,1,4,4,2,16,9
A,千葉,●,0,3,13,15,-2,4,4,3,16,11
H,讃岐,●,1,2,14,17,-3,4,4,4,16,12
A,大分,△,1,1,15,18,-3,4,5,4,17,12
H,北九州,○,1,0,16,18,-2,5,5,4,20,10
A,岡山,△,0,0,16,18,-2,5,6,4,21,10
A,愛媛,●,0,3,16,21,-5,5,6,5,21,13
H,岐阜,○,3,2,19,23,-4,6,6,5,24,11
A,京都,○,2,1,21,24,-3,7,6,5,27,11
H,大宮,●,0,3,21,27,-6,7,6,6,27,12
A,水戸,○,1,0,22,27,-5,8,6,6,30,10
H,札幌,△,0,0,22,27,-5,8,7,6,31,9
H,Ｃ大阪,△,0,0,22,27,-5,8,8,6,32,9
A,岐阜,○,1,0,23,27,-4,9,8,6,35,7
H,熊本,●,0,3,23,30,-7,9,8,7,35,8
A,大宮,●,0,3,23,33,-10,9,8,8,35,10
H,水戸,●,0,2,23,35,-12,9,8,9,35,11
A,長崎,●,0,2,23,37,-14,9,8,10,35,11
H,東京Ｖ,●,1,6,24,43,-19,9,8,11,35,14
A,栃木,●,1,2,25,45,-20,9,8,12,35,16
H,千葉,●,0,1,25,46,-21,9,8,13,35,17
A,札幌,●,0,2,25,48,-23,9,8,14,35,17
H,金沢,○,2,1,27,49,-22,10,8,14,38,16
A,徳島,△,0,0,27,49,-22,10,9,14,39,16
H,愛媛,○,2,1,29,50,-21,11,9,14,42,14
A,北九州,●,1,3,30,53,-23,11,9,15,42,15
A,讃岐,△,1,1,31,54,-23,11,10,15,43,16
H,京都,△,0,0,31,54,-23,11,11,15,44,16
H,岡山,△,0,0,31,54,-23,11,12,15,45,16
A,福岡,●,0,4,31,58,-27,11,12,16,45,16
H,大分,○,1,0,32,58,-26,12,12,16,48,16
A,磐田,△,0,0,32,58,-26,12,13,16,49,15
H,群馬,○,1,0,33,58,-25,13,13,16,52,15
