H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,栃木,○,2,1,2,1,1,3,5
H,長崎,●,0,1,2,2,0,3,11
H,福岡,○,2,1,4,3,1,6,7
A,大宮,△,1,1,5,4,1,7,7
H,京都,●,1,2,6,6,0,7,12
H,東京Ｖ,△,1,1,7,7,0,8,9
A,讃岐,△,0,0,7,7,0,9,12
H,水戸,○,1,0,8,7,1,12,10
A,岡山,○,1,0,9,7,2,15,10
A,金沢,△,1,1,10,8,2,16,8
H,磐田,○,3,0,13,8,5,19,6
A,愛媛,△,0,0,13,8,5,20,7
H,熊本,●,2,3,15,11,4,20,8
A,群馬,○,2,0,17,11,6,23,7
A,徳島,○,2,1,19,12,7,26,7
H,Ｃ大阪,△,1,1,20,13,7,27,6
A,千葉,△,1,1,21,14,7,28,7
A,岐阜,○,1,0,22,14,8,31,4
H,北九州,△,1,1,23,15,8,32,5
H,大分,△,1,1,24,16,8,33,6
A,横浜FC,△,0,0,24,16,8,34,6
H,大宮,●,2,3,26,19,7,34,7
A,Ｃ大阪,●,1,3,27,22,5,34,9
H,讃岐,●,0,1,27,23,4,34,10
A,北九州,△,1,1,28,24,4,35,9
H,愛媛,●,0,1,28,25,3,35,9
A,京都,●,0,2,28,27,1,35,10
A,長崎,△,0,0,28,27,1,36,10
H,岡山,△,0,0,28,27,1,37,12
A,熊本,△,1,1,29,28,1,38,12
H,横浜FC,○,2,0,31,28,3,41,10
A,福岡,●,1,2,32,30,2,41,11
H,岐阜,●,1,2,33,32,1,41,12
H,群馬,△,0,0,33,32,1,42,13
A,東京Ｖ,○,2,0,35,32,3,45,13
H,金沢,○,2,1,37,33,4,48,9
A,磐田,●,0,3,37,36,1,48,13
A,大分,●,0,2,37,38,-1,48,13
H,千葉,○,3,2,40,40,0,51,10
H,徳島,○,2,0,42,40,2,54,9
A,水戸,●,1,2,43,42,1,54,11
H,栃木,○,4,1,47,43,4,57,10
