H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,愛媛,△,0,0,0,0,0,1,11
A,北九州,●,0,2,0,2,-2,1,18
H,岐阜,○,1,0,1,2,-1,4,13
A,栃木,●,1,2,2,4,-2,4,18
A,熊本,△,2,2,4,6,-2,5,15
H,岡山,●,1,2,5,8,-3,5,18
A,水戸,●,0,3,5,11,-6,5,20
H,京都,○,1,0,6,11,-5,8,18
A,横浜FC,△,1,1,7,12,-5,9,16
H,大宮,△,0,0,7,12,-5,10,17
A,大分,△,1,1,8,13,-5,11,18
H,金沢,△,0,0,8,13,-5,12,17
A,長崎,△,1,1,9,14,-5,13,17
A,東京Ｖ,△,0,0,9,14,-5,14,16
H,札幌,●,1,2,10,16,-6,14,18
H,磐田,△,2,2,12,18,-6,15,18
A,福岡,●,0,1,12,19,-7,15,18
H,讃岐,△,2,2,14,21,-7,16,18
A,Ｃ大阪,●,0,1,14,22,-8,16,21
H,千葉,○,2,1,16,23,-7,19,18
A,群馬,●,1,2,17,25,-8,19,19
A,京都,○,1,0,18,25,-7,22,17
H,北九州,●,0,1,18,26,-8,22,19
A,岡山,○,3,0,21,26,-5,25,18
H,大分,○,1,0,22,26,-4,28,16
A,金沢,○,1,0,23,26,-3,31,16
A,千葉,●,0,1,23,27,-4,31,17
H,水戸,○,1,0,24,27,-3,34,15
H,東京Ｖ,○,1,0,25,27,-2,37,13
A,磐田,●,1,3,26,30,-4,37,13
H,長崎,△,0,0,26,30,-4,38,14
A,讃岐,○,1,0,27,30,-3,41,12
H,横浜FC,△,0,0,27,30,-3,42,11
H,Ｃ大阪,△,1,1,28,31,-3,43,11
A,岐阜,○,2,1,30,32,-2,46,11
H,群馬,●,0,1,30,33,-3,46,13
A,大宮,○,2,1,32,34,-2,49,10
H,福岡,●,0,3,32,37,-5,49,12
H,栃木,△,1,1,33,38,-5,50,13
A,札幌,●,0,2,33,40,-7,50,14
H,熊本,○,2,1,35,41,-6,53,13
A,愛媛,●,0,3,35,44,-9,53,14
