H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,福岡,○,3,1,3,1,2,3,2
H,磐田,●,0,2,3,3,0,3,9
A,大宮,●,1,2,4,5,-1,3,15
H,讃岐,△,1,1,5,6,-1,4,15
A,札幌,○,2,1,7,7,0,7,11
H,千葉,●,0,2,7,9,-2,7,12
H,長崎,●,1,4,8,13,-5,7,16
A,徳島,●,0,1,8,14,-6,7,19
H,北九州,○,2,0,10,14,-4,10,13
A,Ｃ大阪,●,0,3,10,17,-7,10,18
H,群馬,●,0,1,10,18,-8,10,19
A,岐阜,△,1,1,11,19,-8,11,19
H,東京Ｖ,△,1,1,12,20,-8,12,18
A,愛媛,●,2,3,14,23,-9,12,20
A,水戸,○,2,0,16,23,-7,15,17
H,熊本,○,2,1,18,24,-6,18,16
A,大分,△,2,2,20,26,-6,19,17
H,横浜FC,●,1,2,21,28,-7,19,17
H,栃木,●,1,2,22,30,-8,19,17
A,金沢,○,3,1,25,31,-6,22,15
A,岡山,●,0,2,25,33,-8,22,17
H,徳島,●,0,1,25,34,-9,22,18
A,長崎,●,0,1,25,35,-10,22,20
H,Ｃ大阪,○,1,0,26,35,-9,25,19
H,福岡,●,1,2,27,37,-10,25,20
A,東京Ｖ,●,0,1,27,38,-11,25,21
H,札幌,○,2,0,29,38,-9,28,19
A,磐田,△,3,3,32,41,-9,29,19
H,大分,○,2,1,34,42,-8,32,18
H,金沢,△,1,1,35,43,-8,33,18
A,千葉,△,1,1,36,44,-8,34,19
A,熊本,△,0,0,36,44,-8,35,19
H,岡山,△,0,0,36,44,-8,36,19
A,讃岐,△,1,1,37,45,-8,37,19
A,群馬,△,1,1,38,46,-8,38,18
H,岐阜,△,0,0,38,46,-8,39,18
A,横浜FC,△,0,0,38,46,-8,40,18
H,大宮,△,2,2,40,48,-8,41,19
A,北九州,○,2,1,42,49,-7,44,17
H,愛媛,●,0,1,42,50,-8,44,18
A,栃木,○,1,0,43,50,-7,47,18
H,水戸,○,2,1,45,51,-6,50,17
