H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,長崎,○,1,0,1,0,1,3,6
H,水戸,○,2,0,3,0,3,6,3
A,栃木,△,1,1,4,1,3,7,2
H,岡山,○,1,0,5,1,4,10,1
H,Ｃ大阪,△,4,4,9,5,4,11,2
A,京都,○,2,0,11,5,6,14,2
H,大宮,○,2,0,13,5,8,17,1
A,愛媛,●,0,1,13,6,7,17,3
H,磐田,●,0,2,13,8,5,17,4
A,熊本,○,4,0,17,8,9,20,3
H,横浜FC,○,3,0,20,8,12,23,2
A,東京Ｖ,△,0,0,20,8,12,24,3
A,讃岐,○,1,0,21,8,13,27,2
H,金沢,△,1,1,22,9,13,28,2
H,北九州,●,1,3,23,12,11,28,4
A,群馬,●,0,2,23,14,9,28,4
H,札幌,△,1,1,24,15,9,29,5
H,福岡,△,2,2,26,17,9,30,6
A,大分,○,1,0,27,17,10,33,4
A,徳島,●,1,2,28,19,9,33,5
H,岐阜,○,3,1,31,20,11,36,4
A,金沢,△,0,0,31,20,11,37,4
H,群馬,●,1,2,32,22,10,37,5
A,磐田,●,0,1,32,23,9,37,5
A,水戸,△,1,1,33,24,9,38,7
H,熊本,●,2,3,35,27,8,38,7
H,徳島,○,1,0,36,27,9,41,7
A,Ｃ大阪,△,1,1,37,28,9,42,7
H,長崎,△,1,1,38,29,9,43,7
A,横浜FC,○,1,0,39,29,10,46,7
H,京都,△,1,1,40,30,10,47,7
A,北九州,●,1,3,41,33,8,47,8
H,栃木,○,2,0,43,33,10,50,7
A,大宮,●,1,2,44,35,9,50,8
H,愛媛,○,1,0,45,35,10,53,5
A,福岡,●,0,1,45,36,9,53,7
H,大分,△,2,2,47,38,9,54,6
A,岐阜,●,0,1,47,39,8,54,8
A,札幌,●,2,3,49,42,7,54,8
H,東京Ｖ,○,1,0,50,42,8,57,6
A,岡山,●,0,1,50,43,7,57,8
H,讃岐,●,0,2,50,45,5,57,9
