H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,横浜FC,○,1,0,1,0,1,3,4
H,東京Ｖ,○,2,1,3,1,2,6,2
H,長崎,△,2,2,5,3,2,7,3
A,群馬,○,2,1,7,4,3,10,2
H,徳島,●,1,2,8,6,2,10,6
A,山口,●,0,1,8,7,1,10,8
H,岐阜,○,3,2,11,9,2,13,4
A,清水,△,2,2,13,11,2,14,5
A,愛媛,●,0,1,13,12,1,14,9
H,北九州,△,1,1,14,13,1,15,8
A,千葉,△,1,1,15,14,1,16,9
H,町田,●,0,1,15,15,0,16,11
A,松本,△,0,0,15,15,0,17,12
H,札幌,●,0,1,15,16,-1,17,12
H,水戸,△,1,1,16,17,-1,18,12
A,Ｃ大阪,○,3,2,19,19,0,21,10
H,京都,●,1,3,20,22,-2,21,10
A,山形,●,1,2,21,24,-3,21,11
A,熊本,●,0,2,21,26,-5,21,13
H,岡山,●,0,1,21,27,-6,21,15
A,金沢,△,0,0,21,27,-6,22,15
H,愛媛,△,1,1,22,28,-6,23,18
H,山口,●,0,2,22,30,-8,23,18
A,京都,●,0,1,22,31,-9,23,19
H,Ｃ大阪,○,2,1,24,32,-8,26,17
H,山形,○,2,1,26,33,-7,29,16
A,岐阜,△,1,1,27,34,-7,30,15
H,群馬,●,1,3,28,37,-9,30,17
A,岡山,●,1,3,29,40,-11,30,19
A,水戸,●,2,3,31,43,-12,30,19
H,金沢,△,1,1,32,44,-12,31,19
A,東京Ｖ,●,2,3,34,47,-13,31,19
H,横浜FC,○,1,0,35,47,-12,34,19
H,松本,●,2,4,37,51,-14,34,19
A,徳島,△,0,0,37,51,-14,35,19
A,北九州,●,0,3,37,54,-17,35,19
H,熊本,△,0,0,37,54,-17,36,19
A,町田,○,1,0,38,54,-16,39,19
A,札幌,●,1,4,39,58,-19,39,19
H,清水,●,1,2,40,60,-20,39,20
A,長崎,○,2,1,42,61,-19,42,19
H,千葉,△,1,1,43,62,-19,43,19
