H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,山形,○,1,0,1,0,1,1,0,0,3,4
H,山口,●,0,1,1,1,0,1,0,1,3,12
A,岐阜,●,0,1,1,2,-1,1,0,2,3,16
H,熊本,△,1,1,2,3,-1,1,1,2,4,15
A,岡山,●,0,2,2,5,-3,1,1,3,4,18
A,愛媛,●,1,2,3,7,-4,1,1,4,4,20
H,横浜FC,●,0,4,3,11,-8,1,1,5,4,20
A,Ｃ大阪,△,1,1,4,12,-8,1,2,5,5,20
H,清水,●,1,2,5,14,-9,1,2,6,5,21
A,讃岐,△,1,1,6,15,-9,1,3,6,6,21
H,長崎,△,2,2,8,17,-9,1,4,6,7,21
A,水戸,△,1,1,9,18,-9,1,5,6,8,20
A,町田,○,1,0,10,18,-8,2,5,6,11,19
H,京都,●,1,2,11,20,-9,2,5,7,11,21
A,徳島,●,0,1,11,21,-10,2,5,8,11,21
A,松本,●,1,2,12,23,-11,2,5,9,11,22
H,群馬,●,0,3,12,26,-14,2,5,10,11,22
H,金沢,○,3,2,15,28,-13,3,5,10,14,21
A,札幌,●,0,1,15,29,-14,3,5,11,14,21
A,千葉,○,2,1,17,30,-13,4,5,11,17,21
H,東京Ｖ,○,2,1,19,31,-12,5,5,11,20,20
A,山口,●,1,5,20,36,-16,5,5,12,20,20
H,松本,●,1,2,21,38,-17,5,5,13,20,20
A,群馬,△,2,2,23,40,-17,5,6,13,21,21
A,横浜FC,△,2,2,25,42,-17,5,7,13,22,22
H,岡山,●,1,3,26,45,-19,5,7,14,22,22
A,金沢,△,1,1,27,46,-19,5,8,14,23,22
H,千葉,●,0,2,27,48,-21,5,8,15,23,22
H,愛媛,△,1,1,28,49,-21,5,9,15,24,22
A,熊本,○,6,1,34,50,-16,6,9,15,27,21
H,徳島,●,0,1,34,51,-17,6,9,16,27,21
H,Ｃ大阪,●,0,1,34,52,-18,6,9,17,27,21
A,京都,△,0,0,34,52,-18,6,10,17,28,22
H,札幌,△,0,0,34,52,-18,6,11,17,29,22
A,東京Ｖ,△,1,1,35,53,-18,6,12,17,30,22
H,讃岐,○,3,0,38,53,-15,7,12,17,33,21
A,清水,●,0,2,38,55,-17,7,12,18,33,22
H,岐阜,○,2,1,40,56,-16,8,12,18,36,21
A,長崎,△,0,0,40,56,-16,8,13,18,37,20
H,町田,●,1,3,41,59,-18,8,13,19,37,21
H,水戸,△,2,2,43,61,-18,8,14,19,38,21
A,山形,●,0,3,43,64,-21,8,14,20,38,22
