H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,千葉,●,1,2,1,2,-1,0,15
H,熊本,●,0,1,1,3,-2,0,20
H,山形,△,2,2,3,5,-2,1,20
A,東京Ｖ,●,0,1,3,6,-3,1,21
A,讃岐,○,2,1,5,7,-2,4,15
H,岐阜,●,1,3,6,10,-4,4,19
A,松本,●,0,1,6,11,-5,4,19
H,山口,△,1,1,7,12,-5,5,19
A,京都,○,1,0,8,12,-4,8,17
A,札幌,●,0,1,8,13,-5,8,18
H,水戸,○,1,0,9,13,-4,11,16
H,横浜FC,●,0,3,9,16,-7,11,17
A,清水,○,1,0,10,16,-6,14,14
H,群馬,△,1,1,11,17,-6,15,15
H,北九州,○,1,0,12,17,-5,18,13
A,町田,●,0,1,12,18,-6,18,15
H,岡山,●,2,3,14,21,-7,18,16
A,愛媛,○,2,0,16,21,-5,21,12
A,Ｃ大阪,●,2,3,18,24,-6,21,14
H,金沢,●,0,1,18,25,-7,21,16
H,長崎,△,0,0,18,25,-7,22,16
A,横浜FC,○,2,0,20,25,-5,25,12
H,京都,○,2,1,22,26,-4,28,12
A,熊本,●,0,1,22,27,-5,28,13
H,愛媛,○,2,0,24,27,-3,31,10
H,松本,△,2,2,26,29,-3,32,11
A,岡山,●,0,1,26,30,-4,32,13
H,町田,△,1,1,27,31,-4,33,13
A,岐阜,△,1,1,28,32,-4,34,13
H,東京Ｖ,○,3,1,31,33,-2,37,12
A,北九州,○,1,0,32,33,-1,40,12
A,山形,●,1,2,33,35,-2,40,12
H,Ｃ大阪,●,0,1,33,36,-3,40,13
A,長崎,○,2,1,35,37,-2,43,12
H,讃岐,△,0,0,35,37,-2,44,12
A,山口,●,1,2,36,39,-3,44,12
H,千葉,○,1,0,37,39,-2,47,11
A,金沢,△,0,0,37,39,-2,48,10
A,水戸,○,3,0,40,39,1,51,10
A,札幌,○,2,1,42,40,2,54,9
A,群馬,○,3,0,45,40,5,57,9
H,清水,●,1,2,46,42,4,57,9
