H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,松本,○,1,0,1,0,1,3,4
A,徳島,○,1,0,2,0,2,6,3
H,東京Ｖ,○,1,0,3,0,3,9,1
A,北九州,△,1,1,4,1,3,10,3
A,長崎,○,2,0,6,1,5,13,1
H,清水,●,0,2,6,3,3,13,3
H,山口,●,1,2,7,5,2,13,5
A,千葉,●,0,2,7,7,0,13,15
H,水戸,●,0,1,7,8,-1,13,18
H,町田,●,0,2,7,10,-3,13,18
A,岡山,●,1,2,8,12,-4,13,19
H,金沢,○,5,2,13,14,-1,16,17
A,群馬,△,1,1,14,15,-1,17,17
H,讃岐,○,2,0,16,15,1,20,15
A,岐阜,○,3,2,19,17,2,23,11
A,京都/8節,△,1,1,20,18,2,24,10
H,Ｃ大阪,●,1,5,21,23,-2,24,12
A,山形/10節,●,1,4,22,27,-5,24,12
A,清水,●,0,4,22,31,-9,24,14
A,横浜FC,△,1,1,23,32,-9,25,15
H,徳島,○,1,0,24,32,-8,28,14
A,金沢,△,0,0,24,32,-8,29,14
A,東京Ｖ,●,0,1,24,33,-9,29,17
H,長崎,●,1,2,25,35,-10,29,17
A,水戸,△,1,1,26,36,-10,30,18
H,千葉,○,3,0,29,36,-7,33,14
H,北九州,●,1,6,30,42,-12,33,16
A,札幌/12節,●,0,1,30,43,-13,33,16
H,愛媛/11節,●,1,2,31,45,-14,33,16
H,横浜FC/9節,●,0,1,31,46,-15,33,16
A,愛媛,●,0,1,31,47,-16,33,17
H,岡山,△,0,0,31,47,-16,34,18
H,山形,△,0,0,31,47,-16,35,17
A,山口,○,2,0,33,47,-14,38,15
H,群馬,△,1,1,34,48,-14,39,15
A,町田,●,0,1,34,49,-15,39,17
A,讃岐,△,0,0,34,49,-15,40,18
H,札幌,○,2,0,36,49,-13,43,15
A,松本,●,0,1,36,50,-14,43,16
A,京都,●,1,2,37,52,-15,43,18
H,岐阜,○,1,0,38,52,-14,46,15
A,Ｃ大阪,●,0,1,38,53,-15,46,16
