H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,千葉,●,1,2,1,2,-1,0,0,1,0,15
H,熊本,●,0,1,1,3,-2,0,0,2,0,20
H,山形,△,2,2,3,5,-2,0,1,2,1,20
A,東京Ｖ,●,0,1,3,6,-3,0,1,3,1,21
A,讃岐,○,2,1,5,7,-2,1,1,3,4,15
H,岐阜,●,1,3,6,10,-4,1,1,4,4,19
A,松本,●,0,1,6,11,-5,1,1,5,4,19
H,山口,△,1,1,7,12,-5,1,2,5,5,19
A,京都,○,1,0,8,12,-4,2,2,5,8,17
A,札幌,●,0,1,8,13,-5,2,2,6,8,18
H,水戸,○,1,0,9,13,-4,3,2,6,11,16
H,横浜FC,●,0,3,9,16,-7,3,2,7,11,17
A,清水,○,1,0,10,16,-6,4,2,7,14,14
H,群馬,△,1,1,11,17,-6,4,3,7,15,15
H,北九州,○,1,0,12,17,-5,5,3,7,18,13
A,町田,●,0,1,12,18,-6,5,3,8,18,15
H,岡山,●,2,3,14,21,-7,5,3,9,18,16
A,愛媛,○,2,0,16,21,-5,6,3,9,21,12
A,Ｃ大阪,●,2,3,18,24,-6,6,3,10,21,14
H,金沢,●,0,1,18,25,-7,6,3,11,21,16
H,長崎,△,0,0,18,25,-7,6,4,11,22,16
A,横浜FC,○,2,0,20,25,-5,7,4,11,25,12
H,京都,○,2,1,22,26,-4,8,4,11,28,12
A,熊本,●,0,1,22,27,-5,8,4,12,28,13
H,愛媛,○,2,0,24,27,-3,9,4,12,31,10
H,松本,△,2,2,26,29,-3,9,5,12,32,11
A,岡山,●,0,1,26,30,-4,9,5,13,32,13
H,町田,△,1,1,27,31,-4,9,6,13,33,13
A,岐阜,△,1,1,28,32,-4,9,7,13,34,13
H,東京Ｖ,○,3,1,31,33,-2,10,7,13,37,12
A,北九州,○,1,0,32,33,-1,11,7,13,40,12
A,山形,●,1,2,33,35,-2,11,7,14,40,12
H,Ｃ大阪,●,0,1,33,36,-3,11,7,15,40,13
A,長崎,○,2,1,35,37,-2,12,7,15,43,12
H,讃岐,△,0,0,35,37,-2,12,8,15,44,12
A,山口,●,1,2,36,39,-3,12,8,16,44,12
H,千葉,○,1,0,37,39,-2,13,8,16,47,11
A,金沢,△,0,0,37,39,-2,13,9,16,48,10
A,水戸,○,3,0,40,39,1,14,9,16,51,10
A,札幌,○,2,1,42,40,2,15,9,16,54,9
A,群馬,○,3,0,45,40,5,16,9,16,57,9
H,清水,●,1,2,46,42,4,16,9,17,57,9
