H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,徳島,○,2,1,2,1,1,3,2
A,岡山,●,1,2,3,3,0,3,10
H,横浜FC,○,1,0,4,3,1,6,5
A,松本,○,1,0,5,3,2,9,4
H,群馬,△,0,0,5,3,2,10,7
A,Ｃ大阪,●,1,2,6,5,1,10,9
H,金沢,○,1,0,7,5,2,13,5
H,町田,△,1,1,8,6,2,14,6
A,山口,●,2,4,10,10,0,14,10
A,水戸,●,0,1,10,11,-1,14,12
H,讃岐,△,1,1,11,12,-1,15,11
A,京都,△,1,1,12,13,-1,16,12
H,熊本,○,2,0,14,13,1,19,10
H,岐阜,○,3,2,17,15,2,22,8
A,長崎,△,1,1,18,16,2,23,8
A,札幌,△,2,2,20,18,2,24,8
H,山形,○,3,0,23,18,5,27,8
H,東京Ｖ,△,2,2,25,20,5,28,8
A,清水,△,1,1,26,21,5,29,9
H,北九州,●,1,2,27,23,4,29,9
A,愛媛,●,1,2,28,25,3,29,9
H,水戸,●,0,1,28,26,2,29,9
A,町田,○,3,2,31,28,3,32,9
A,山形,△,1,1,32,29,3,33,9
H,清水,●,3,4,35,33,2,33,9
A,横浜FC,●,1,2,36,35,1,33,9
H,愛媛,△,0,0,36,35,1,34,10
A,北九州,○,2,0,38,35,3,37,9
A,熊本,●,0,3,38,38,0,37,10
H,岡山,○,2,0,40,38,2,40,9
A,岐阜,○,2,0,42,38,4,43,10
H,山口,△,1,1,43,39,4,44,10
A,東京Ｖ,△,1,1,44,40,4,45,9
A,群馬,●,1,2,45,42,3,45,10
H,京都,●,0,3,45,45,0,45,10
H,松本,●,0,3,45,48,-3,45,11
A,徳島,●,0,1,45,49,-4,45,12
H,長崎,△,0,0,45,49,-4,46,12
H,Ｃ大阪,○,3,0,48,49,-1,49,11
A,金沢,○,2,1,50,50,0,52,11
H,札幌,●,1,2,51,52,-1,52,11
A,讃岐,△,1,1,52,53,-1,53,11
