H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,長崎,●,1,2,1,2,-1,0,0,1,0,15
A,群馬,●,1,2,2,4,-2,0,0,2,0,19
H,水戸,△,0,0,2,4,-2,0,1,2,1,21
A,町田,●,1,2,3,6,-3,0,1,3,1,21
A,Ｃ大阪,△,2,2,5,8,-3,0,2,3,2,20
H,横浜FC,●,1,2,6,10,-4,0,2,4,2,21
A,千葉,●,0,1,6,11,-5,0,2,5,2,21
H,岐阜,●,1,2,7,13,-6,0,2,6,2,22
A,清水,●,1,4,8,17,-9,0,2,7,2,22
H,札幌,●,0,1,8,18,-10,0,2,8,2,22
A,山口,○,1,0,9,18,-9,1,2,8,5,22
H,東京Ｖ,△,1,1,10,19,-9,1,3,8,6,22
H,愛媛/8節,○,2,1,12,20,-8,2,3,8,9,21
A,山形,△,0,0,12,20,-8,2,4,8,10,22
H,松本,●,0,2,12,22,-10,2,4,9,10,22
H,京都,△,1,1,13,23,-10,2,5,9,11,21
A,熊本,●,2,5,15,28,-13,2,5,10,11,21
A,北九州,●,2,3,17,31,-14,2,5,11,11,22
H,岡山,△,1,1,18,32,-14,2,6,11,12,22
A,徳島,○,1,0,19,32,-13,3,6,11,15,22
H,讃岐,△,0,0,19,32,-13,3,7,11,16,22
A,松本,●,2,4,21,36,-15,3,7,12,16,22
H,山形,○,1,0,22,36,-14,4,7,12,19,22
A,岐阜,○,1,0,23,36,-13,5,7,12,22,20
H,熊本,△,0,0,23,36,-13,5,8,12,23,21
A,水戸,●,0,3,23,39,-16,5,8,13,23,21
H,北九州,△,1,1,24,40,-16,5,9,13,24,21
A,東京Ｖ,●,1,4,25,44,-19,5,9,14,24,21
A,長崎,△,0,0,25,44,-19,5,10,14,25,21
H,Ｃ大阪,●,1,3,26,47,-21,5,10,15,25,22
A,讃岐,△,1,1,27,48,-21,5,11,15,26,22
H,町田,●,1,2,28,50,-22,5,11,16,26,22
H,群馬,○,3,1,31,51,-20,6,11,16,29,21
A,京都,△,0,0,31,51,-20,6,12,16,30,21
H,山口,○,1,0,32,51,-19,7,12,16,33,21
H,清水,●,0,3,32,54,-22,7,12,17,33,22
A,岡山,○,2,1,34,55,-21,8,12,17,36,20
H,徳島,△,0,0,34,55,-21,8,13,17,37,20
A,愛媛,●,1,3,35,58,-23,8,13,18,37,21
A,千葉,●,1,2,36,60,-24,8,13,19,37,22
A,横浜FC,△,0,0,36,60,-24,8,14,19,38,22
A,札幌,△,0,0,36,60,-24,8,15,19,39,21
