H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,札幌,○,1,0,1,0,1,1,0,0,3,4
A,讃岐,●,1,2,2,2,0,1,0,1,3,11
A,熊本,●,0,1,2,3,-1,1,0,2,3,15
H,徳島,○,1,0,3,3,0,2,0,2,6,9
H,町田,●,0,1,3,4,-1,2,0,3,6,11
A,岡山,△,1,1,4,5,-1,2,1,3,7,13
H,長崎,△,0,0,4,5,-1,2,2,3,8,15
A,横浜FC,△,1,1,5,6,-1,2,3,3,9,15
H,水戸,●,0,3,5,9,-4,2,3,4,9,15
A,群馬,△,2,2,7,11,-4,2,4,4,10,16
H,山形,●,0,1,7,12,-5,2,4,5,10,17
H,松本,●,0,4,7,16,-9,2,4,6,10,18
A,金沢,△,1,1,8,17,-9,2,5,6,11,20
H,清水,○,2,1,10,18,-8,3,5,6,14,17
A,愛媛,△,0,0,10,18,-8,3,6,6,15,17
A,山口,●,1,3,11,21,-10,3,6,7,15,18
H,岐阜,△,1,1,12,22,-10,3,7,7,16,19
A,千葉,△,2,2,14,24,-10,3,8,7,17,18
H,京都,○,2,1,16,25,-9,4,8,7,20,17
A,Ｃ大阪,●,0,1,16,26,-10,4,8,8,20,19
A,北九州,●,1,2,17,28,-11,4,8,9,20,19
H,岡山,○,2,1,19,29,-10,5,8,9,23,19
A,長崎,●,1,2,20,31,-11,5,8,10,23,19
A,清水,○,1,0,21,31,-10,6,8,10,26,17
H,群馬,●,1,2,22,33,-11,6,8,11,26,18
H,熊本,○,1,0,23,33,-10,7,8,11,29,18
A,京都,●,0,2,23,35,-12,7,8,12,29,18
H,金沢,○,4,1,27,36,-9,8,8,12,32,15
H,横浜FC,●,0,2,27,38,-11,8,8,13,32,17
A,徳島,●,1,3,28,41,-13,8,8,14,32,17
A,水戸,△,1,1,29,42,-13,8,9,14,33,16
H,讃岐,○,3,2,32,44,-12,9,9,14,36,15
H,千葉,△,1,1,33,45,-12,9,10,14,37,15
A,町田,●,1,2,34,47,-13,9,10,15,37,17
H,北九州,△,1,1,35,48,-13,9,11,15,38,17
A,山形,●,0,1,35,49,-14,9,11,16,38,18
A,札幌,○,2,1,37,50,-13,10,11,16,41,16
H,愛媛,△,1,1,38,51,-13,10,12,16,42,16
H,山口,△,2,2,40,53,-13,10,13,16,43,15
A,松本,●,0,2,40,55,-15,10,13,17,43,17
H,Ｃ大阪,●,1,2,41,57,-16,10,13,18,43,18
A,岐阜,●,2,4,43,61,-18,10,13,19,43,18
