H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,岡山,△,1,1,1,1,0,1,9
A,北九州,○,1,0,2,1,1,4,7
H,町田,●,0,2,2,3,-1,4,11
A,横浜FC,●,0,2,2,5,-3,4,16
A,松本,△,3,3,5,8,-3,5,13
H,讃岐,○,1,0,6,8,-2,8,10
A,熊本,○,2,1,8,9,-1,11,10
A,徳島,△,1,1,9,10,-1,12,10
H,千葉,○,4,2,13,12,1,15,7
A,岐阜,○,2,1,15,13,2,18,5
H,群馬,○,2,0,17,13,4,21,4
H,金沢,●,0,1,17,14,3,21,5
A,Ｃ大阪,○,4,2,21,16,5,24,3
H,長崎,●,0,3,21,19,2,24,5
A,札幌,●,1,3,22,22,0,24,7
H,東京Ｖ,○,3,1,25,23,2,27,7
H,愛媛,△,1,1,26,24,2,28,7
A,京都,●,0,3,26,27,-1,28,9
H,水戸,○,1,0,27,27,0,31,7
H,清水,●,0,4,27,31,-4,31,8
A,山形,●,1,2,28,33,-5,31,8
H,北九州,○,5,1,33,34,-1,34,8
A,讃岐,○,2,0,35,34,1,37,7
A,愛媛,△,1,1,36,35,1,38,8
H,京都,△,1,1,37,36,1,39,8
H,札幌,●,1,2,38,38,0,39,8
A,町田,○,3,2,41,40,1,42,7
H,Ｃ大阪,●,0,2,41,42,-1,42,7
A,清水,△,2,2,43,44,-1,43,7
H,松本,△,0,0,43,44,-1,44,7
A,岡山,●,0,1,43,45,-2,44,8
A,千葉,△,1,1,44,46,-2,45,9
H,岐阜,●,2,3,46,49,-3,45,10
H,熊本,●,0,2,46,51,-5,45,11
A,金沢,●,0,1,46,52,-6,45,11
H,徳島,○,2,1,48,53,-5,48,10
A,長崎,●,1,2,49,55,-6,48,10
H,横浜FC,●,0,2,49,57,-8,48,11
A,東京Ｖ,△,2,2,51,59,-8,49,12
H,群馬,●,0,2,51,61,-10,49,12
H,山形,△,2,2,53,63,-10,50,12
A,水戸,○,2,0,55,63,-8,53,12
