H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,山口,△,1,1,1,1,0,1,9
H,千葉,○,2,1,3,2,1,4,6
H,京都,△,2,2,5,4,1,5,7
A,水戸,○,3,2,8,6,2,8,5
H,北九州,○,2,0,10,6,4,11,3
H,東京Ｖ,△,1,1,11,7,4,12,4
A,札幌,●,0,1,11,8,3,12,7
A,群馬,○,1,0,12,8,4,15,3
H,山形,●,0,1,12,9,3,15,5
H,町田,△,2,2,14,11,3,16,7
A,横浜FC,○,2,0,16,11,5,19,5
A,長崎,○,3,0,19,11,8,22,4
H,岐阜,●,0,1,19,12,7,22,5
H,愛媛,○,2,1,21,13,8,25,2
A,Ｃ大阪,●,1,2,22,15,7,25,6
H,熊本,○,2,1,24,16,8,28,4
A,徳島,○,3,2,27,18,9,31,3
H,松本,○,2,1,29,19,10,34,2
A,金沢,△,1,1,30,20,10,35,4
A,讃岐,○,1,0,31,20,11,38,4
H,清水,△,2,2,33,22,11,39,4
A,東京Ｖ,●,1,2,34,24,10,39,4
H,札幌,△,0,0,34,24,10,40,4
H,横浜FC,●,0,1,34,25,9,40,5
A,山形,○,1,0,35,25,10,43,4
A,北九州,○,3,1,38,26,12,46,4
H,徳島,○,1,0,39,26,13,49,3
A,愛媛,△,1,1,40,27,13,50,4
H,讃岐,○,3,1,43,28,15,53,3
A,千葉,●,0,2,43,30,13,53,4
H,山口,○,1,0,44,30,14,56,4
A,熊本,△,0,0,44,30,14,57,5
H,長崎,△,0,0,44,30,14,58,4
A,岐阜,○,5,0,49,30,19,61,4
A,松本,△,1,1,50,31,19,62,5
H,Ｃ大阪,△,1,1,51,32,19,63,5
H,金沢,●,1,2,52,34,18,63,5
A,京都,●,0,2,52,36,16,63,5
A,町田,△,1,1,53,37,16,64,5
A,水戸,●,1,2,54,39,15,64,6
A,清水,●,1,2,55,41,14,64,6
H,群馬,△,3,3,58,44,14,65,6
