H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,東京Ｖ,●,0,2,0,2,-2,0,20
H,山形,●,1,2,1,4,-3,0,20
H,北九州,○,1,0,2,4,-2,3,15
A,愛媛,●,0,3,2,7,-5,3,18
A,水戸,△,0,0,2,7,-5,4,18
H,富山,●,0,3,2,10,-8,4,20
A,岡山,●,0,1,2,11,-9,4,20
A,熊本,○,3,0,5,11,-6,7,17
H,千葉,○,1,0,6,11,-5,10,15
A,町田,○,1,0,7,11,-4,13,14
H,京都,△,0,0,7,11,-4,14,14
A,徳島,●,0,1,7,12,-5,14,14
H,湘南,△,1,1,8,13,-5,15,14
A,岐阜,○,1,0,9,13,-4,18,13
H,横浜FC,●,0,2,9,15,-6,18,15
A,草津,△,0,0,9,15,-6,19,15
H,甲府,△,1,1,10,16,-6,20,15
A,大分,●,0,2,10,18,-8,20,15
H,福岡,△,2,2,12,20,-8,21,16
A,鳥取,○,1,0,13,20,-7,24,16
H,栃木,●,0,2,13,22,-9,24,16
A,湘南,△,1,1,14,23,-9,25,17
H,東京Ｖ,○,3,2,17,25,-8,28,17
A,甲府,●,1,2,18,27,-9,28,17
H,岡山,○,3,0,21,27,-6,31,15
A,山形,△,1,1,22,28,-6,32,15
H,愛媛,△,1,1,23,29,-6,33,16
A,富山,○,2,1,25,30,-5,36,14
H,熊本,△,0,0,25,30,-5,37,14
A,京都,○,1,0,26,30,-4,40,13
A,福岡,△,2,2,28,32,-4,41,13
H,草津,●,0,2,28,34,-6,41,14
H,町田,○,3,0,31,34,-3,44,13
A,横浜FC,△,1,1,32,35,-3,45,13
H,鳥取,○,7,1,39,36,3,48,13
A,北九州,○,1,0,40,36,4,51,13
H,徳島,△,1,1,41,37,4,52,13
H,岐阜/36節,○,1,0,42,37,5,55,11
H,水戸,○,2,1,44,38,6,58,9
A,栃木,●,2,3,46,41,5,58,11
A,千葉,●,0,2,46,43,3,58,12
H,大分,△,0,0,46,43,3,59,12
